movie_id,cast_set_num,movie_title,duration,director_name,color,genres,plot_keywords,movie_language,country,content_rating,budget,title_year,aspect_ratio
M015,CS114,The Lone Ranger ,150,Gore Verbinski,Color,Action|Adventure|Western,horse|outlaw|texas|texas ranger|train,English,USA,PG-13,215000000,2013,2.35
M1195,CS1294,Lone Survivor ,121,Peter Berg,Color,Action|Biography|Drama|Thriller|War,courage|navy seal|outnumbered|shot multiple times|survival,English,USA,R,40000000,2013,2.35
M4630,CS4729,Zombie Hunter ,93,K. King,Color,Action|Comedy|Horror,desert|drifter|seduction|siege|zombie,English,USA,Not Rated,1000000,2013,2.35
M1160,CS1259,The Heat ,123,Paul Feig,Color,Action|Comedy|Crime,drug lord|fbi|fbi agent|hospital|shot in the crotch,English,USA,R,43000000,2013,2.35
M4650,CS4749,Snitch ,112,Ric Roman Waugh,Color,Action|Drama|Thriller,cigarette smoking|dea|drugs|inspired by true events|undercover,English,USA,PG-13,15000000,2013,2.35
M053,CS152,Pacific Rim ,131,Guillermo del Toro,Color,Action|Adventure|Sci-Fi,giant monster|kaiju|pilot|portal|robot,English,USA,PG-13,190000000,2013,1.85
M049,CS148,Star Trek Into Darkness ,132,J.J. Abrams,Color,Action|Adventure|Sci-Fi,admiral|captain|manhunt|mission|space,English,USA,PG-13,190000000,2013,2.35
M629,CS728,Escape Plan ,115,Mikael Håfström,Color,Action|Crime|Mystery|Sci-Fi|Thriller,cia agent|escape|muslim|prison|ship,English,USA,R,50000000,2013,2.35
M600,CS699,Olympus Has Fallen ,119,Antoine Fuqua,Color,Action|Thriller,political thriller|politics|president|speaker of the house|u.s. president,English,USA,R,70000000,2013,2.35
M269,CS368,Ender's Game ,114,Gavin Hood,Color,Action|Sci-Fi,alien|future|manipulation|simulation|training,English,USA,PG-13,110000000,2013,2.35
M047,CS146,World War Z ,123,Marc Forster,Color,Action|Adventure|Horror|Sci-Fi|Thriller,chaos|disease|infection|pandemic|zombie,English,USA,PG-13,190000000,2013,2.35
M1793,CS1892,Kick-Ass 2 ,103,Jeff Wadlow,Color,Action|Comedy|Crime,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,English,USA,R,28000000,2013,2.35
M348,CS447,A Good Day to Die Hard ,101,John Moore,Color,Action|Thriller,bomb|cia|courthouse|escape|russian,English,USA,R,92000000,2013,1.85
M2110,CS2209,Homefront ,100,Gary Fleder,Color,Action|Crime|Drama|Thriller,biker|biker gang|dea|dea agent|fight,English,USA,R,22000000,2013,2.35
M723,CS822,2 Guns ,109,Baltasar Kormákur,Color,Action|Comedy|Crime|Drama|Thriller,close up of breasts|female nudity|fugitive|money|undercover,English,USA,R,61000000,2013,2.35
M240,CS339,The Wolverine ,138,James Mangold,Color,Action|Adventure|Sci-Fi|Thriller,healing power|marvel comics|mecha|regeneration|self healing,English,USA,PG-13,120000000,2013,2.35
M1462,CS1561,Alex Cross ,101,Rob Cohen,Color,Action|Crime|Mystery|Thriller,assassin|detective|partner|police|serial killer,English,USA,PG-13,35000000,2012,2.35
M004,CS103,The Dark Knight Rises ,164,Christopher Nolan,Color,Action|Thriller,deception|imprisonment|lawlessness|police officer|terrorist plot,English,USA,PG-13,250000000,2012,2.35
M006,CS105,John Carter ,132,Andrew Stanton,Color,Action|Adventure|Sci-Fi,alien|american civil war|male nipple|mars|princess,English,USA,PG-13,263700000,2012,2.35
M018,CS117,The Avengers ,173,Joss Whedon,Color,Action|Adventure|Sci-Fi,alien invasion|assassin|battle|iron man|soldier,English,USA,PG-13,220000000,2012,1.85
M020,CS119,Men in Black 3 ,106,Barry Sonnenfeld,Color,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,alien|criminal|m.i.b.|maximum security prison|prison,English,USA,PG-13,225000000,2012,1.85
M022,CS121,The Amazing Spider-Man ,153,Marc Webb,Color,Action|Adventure|Fantasy,lizard|outcast|spider|spider man|teenager,English,USA,PG-13,230000000,2012,2.35
M029,CS128,Battleship ,131,Peter Berg,Color,Action|Adventure|Sci-Fi|Thriller,box office flop|hawaii|naval|oahu hawaii|ship,English,USA,PG-13,209000000,2012,2.35
M082,CS181,Snow White and the Huntsman ,132,Rupert Sanders,Color,Action|Adventure|Drama|Fantasy,evil queen|fairy tale|magic|queen|snow white,English,USA,PG-13,170000000,2012,2.35
M134,CS233,Wrath of the Titans ,99,Jonathan Liebesman,Color,Action|Adventure|Fantasy,ares|hades|titan|underworld|zeus,English,USA,PG-13,150000000,2012,1.85
M217,CS316,The Bourne Legacy ,135,Tony Gilroy,Color,Action|Adventure|Thriller,assassin|cia|drone|pill|wolf,English,USA,PG-13,125000000,2012,2.35
M300,CS399,The Expendables 2 ,103,Simon West,Color,Action|Adventure|Thriller,church|hostage|mine|plutonium|revenge,English,USA,R,92000000,2012,2.35
M406,CS505,Safe House ,115,Daniel Espinosa,Color,Action|Crime|Mystery|Thriller,cia|cia agent|consulate|on the run|safe house,English,USA,R,85000000,2012,2.35
M511,CS610,Journey 2: The Mysterious Island ,94,Brad Peyton,Color,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,gold|hurricane|island|mountain|mysterious island,English,USA,PG,79000000,2012,1.85
M617,CS716,Underworld: Awakening ,88,Måns Mårlind,Color,Action|Fantasy|Horror,battle|cryogenics|detective|scientist|vampire,English,USA,R,70000000,2012,2.35
M644,CS743,Abraham Lincoln: Vampire Hunter ,105,Timur Bekmambetov,Color,Action|Fantasy|Horror,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,USA,R,69000000,2012,2.35
M675,CS774,This Means War ,103,McG,Color,Action|Comedy|Romance,best friend|cia|cia agent|dating|undercover,English,USA,PG-13,65000000,2012,2.35
M740,CS839,Jack Reacher ,130,Christopher McQuarrie,Color,Action|Crime|Mystery|Thriller,coma|mysterious villain|police chase|shooting range|sniper,English,USA,PG-13,60000000,2012,2.35
M795,CS894,The Avengers ,173,Joss Whedon,Color,Action|Adventure|Sci-Fi,alien invasion|assassin|battle|iron man|soldier,English,USA,PG-13,220000000,2012,1.85
M826,CS925,Red Tails ,125,Anthony Hemingway,Color,Action|Adventure|Drama|History|War,african american|battle|italy|tuskegee airmen|world war two,English,USA,PG-13,58000000,2012,2.35
M872,CS971,The Watch ,102,Akiva Schaffer,Color,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,English,USA,R,68000000,2012,2.35
M895,CS994,Bullet to the Head ,92,Walter Hill,Color,Action|Thriller,bar|bullet|corruption|detective|lawyer,English,USA,R,55000000,2012,1.85
M1137,CS1236,Foodfight! ,91,Lawrence Kasanoff,Color,Action|Animation|Comedy|Family|Fantasy,femme fatale|food|pun|supermarket|troubled production,English,USA,PG,65000000,2012,
M1155,CS1254,21 Jump Street ,109,Phil Lord,Color,Action|Comedy|Crime,narcotics|parody|police|remake|undercover cop,English,USA,R,42000000,2012,2.35
M1162,CS1261,Here Comes the Boom ,105,Frank Coraci,Color,Action|Comedy|Sport,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,English,USA,PG,42000000,2012,1.85
M1173,CS1272,One for the Money ,91,Julie Anne Robinson,Color,Action|Comedy|Crime|Romance|Thriller,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,English,USA,PG-13,40000000,2012,2.35
M1183,CS1282,Man on a Ledge ,102,Asger Leth,Color,Action|Crime|Thriller,detective|diamond|hotel|police|rooftop,English,USA,PG-13,42000000,2012,2.35
M1476,CS1575,Premium Rush ,91,David Koepp,Color,Action|Crime|Thriller,chase|courier|delivery|envelope|police,English,USA,PG-13,35000000,2012,2.35
M1517,CS1616,Stolen ,96,Simon West,Color,Action|Crime|Drama|Thriller,bank|money|presumed dead|rescue|thief,English,USA,R,35000000,2012,2.35
M1535,CS1634,Safe ,94,Boaz Yakin,Color,Action|Crime|Thriller,bodyguard|gang war|russian|russian mafia|triad,English,USA,R,30000000,2012,2.35
M1616,CS1715,Looper ,119,Rian Johnson,Color,Action|Crime|Drama|Sci-Fi|Thriller,chase|future|surprise ending|time loop|time travel,English,USA,R,30000000,2012,2.35
M1910,CS2009,Contraband ,109,Baltasar Kormákur,Color,Action|Crime|Drama|Thriller,cocaine|contraband|drug lord|prison|smuggling,English,USA,R,25000000,2012,2.35
M2121,CS2220,Hit and Run ,100,David Palmer,Color,Action|Comedy|Romance,gay cop|getaway driver|masturbation|penis|witness protection,English,USA,R,2000000,2012,2.35
M2321,CS2420,The Cold Light of Day ,93,Mabrouk El Mechri,Color,Action|Thriller,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,English,USA,PG-13,20000000,2012,2.35
M2698,CS2797,The Man with the Iron Fists ,107,RZA,Color,Action,blacksmith|box office flop|chop socky|critically bashed|village,English,USA,R,15000000,2012,2.35
M2928,CS3027,Act of Valor ,110,Mike McCoy,Color,Action|Adventure|Drama|Thriller|War,mission|navy seal|terrorist|torture|valor,English,USA,R,12000000,2012,2.35
M3177,CS3276,The Collection ,82,Marcus Dunstan,Color,Action|Horror|Thriller,booby trap|brainwashing|mercenary|serial killer|trap,English,USA,R,10000000,2012,2.35
M4010,CS4109,The Watch ,102,Akiva Schaffer,Color,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,English,USA,R,68000000,2012,2.35
M4447,CS4546,Jack Reacher ,130,Christopher McQuarrie,Color,Action|Crime|Mystery|Thriller,coma|mysterious villain|police chase|shooting range|sniper,English,USA,PG-13,60000000,2012,2.35
M4593,CS4692,Hardflip ,112,Johnny Remo,Color,Action|Drama,family relationships|loss of mother|san diego california|single mother|suicide attempt,English,USA,PG-13,1000000,2012,1.85
M043,CS142,Green Lantern ,123,Martin Campbell,Color,Action|Adventure|Sci-Fi,autopsy|lantern|planet|ring|test pilot,English,USA,PG-13,200000000,2011,2.35
M103,CS202,X-Men: First Class ,132,Matthew Vaughn,Color,Action|Adventure|Sci-Fi,cia|cia agent|mutant|nuclear war|professor,English,USA,PG-13,160000000,2011,2.35
M1552,CS1651,"Big Mommas: Like Father, Like Son ",113,John Whitesell,Color,Action|Comedy|Crime,fbi agent|murder|performing arts school|scene during end credits|undercover,English,USA,PG-13,32000000,2011,2.35
M565,CS664,Sucker Punch ,128,Zack Snyder,Color,Action|Fantasy,alternate reality|escape|girl gang|prostitution|samurai,English,USA,PG-13,82000000,2011,2.35
M4135,CS4234,Never Back Down 2: The Beatdown ,90,Michael Jai White,Color,Action|Drama|Sport,bad cop|college|second part|sequel|wrestler,English,USA,R,3000000,2011,1.85
M3930,CS4029,Red State ,88,Kevin Smith,Color,Action|Crime|Horror|Thriller,atf agent|ball gag|cult leader|pastor|pretending to be dead,English,USA,R,4000000,2011,1.85
M408,CS507,Tower Heist ,104,Brett Ratner,Color,Action|Comedy|Crime,apartment|fbi|fraud|heist|manager,English,USA,PG-13,75000000,2011,2.35
M1659,CS1758,Hanna ,111,Joe Wright,Color,Action|Drama|Thriller,assassin|female warrior|martial arts|playground|training,English,USA,PG-13,30000000,2011,2.35
M1987,CS2086,Straw Dogs ,110,Rod Lurie,Color,Action|Drama|Thriller,gang rape|panties pulled down|rape|rape victim|sexual humiliation,English,USA,R,25000000,2011,2.35
M1901,CS2000,The Grey ,117,Joe Carnahan,Color,Action|Adventure|Drama|Thriller,alaska|leadership|snow|survival|wilderness,English,USA,R,25000000,2011,2.35
M1033,CS1132,Drive Angry ,104,Patrick Lussier,Color,Action|Fantasy|Thriller,baby|cult|oklahoma|sex scene|waitress,English,USA,R,50000000,2011,1.85
M1825,CS1924,Spy Kids: All the Time in the World in 4D ,89,Robert Rodriguez,Color,Action|Adventure|Comedy|Family|Sci-Fi,2010s|3 dimensional|breath holding contest|child spy|spy,English,USA,PG,27000000,2011,1.85
M346,CS445,Rise of the Planet of the Apes ,105,Rupert Wyatt,Color,Action|Drama|Sci-Fi|Thriller,alzheimer's disease|ape|chimpanzee|fire|when animals attack,English,USA,PG-13,93000000,2011,2.35
M1727,CS1826,Machine Gun Preacher ,129,Marc Forster,Color,Action|Biography|Crime|Drama,africa|biker|church|orphanage|preacher,English,USA,R,30000000,2011,2.35
M054,CS153,Transformers: Dark of the Moon ,154,Michael Bay,Color,Action|Adventure|Sci-Fi,autobot|decepticon|job interview|moon|spacecraft,English,USA,PG-13,195000000,2011,2.35
M555,CS654,Immortals ,110,Tarsem Singh,Color,Action|Drama|Fantasy|Romance,burned alive|castration|olympus|torture|torture device,English,USA,R,75000000,2011,1.85
M969,CS1068,I Am Number Four ,109,D.J. Caruso,Color,Action|Adventure|Sci-Fi|Thriller,based on young adult novel|good versus evil|guardian|human alien|ohio,English,USA,PG-13,60000000,2011,1.85
M832,CS931,Ghost Rider: Spirit of Vengeance ,96,Mark Neveldine,Color,Action|Fantasy|Thriller,deal with the devil|devil|eastern europe|ghost rider|monk,English,USA,PG-13,57000000,2011,2.35
M131,CS230,Thor ,115,Kenneth Branagh,Color,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,English,USA,PG-13,150000000,2011,2.35
M3688,CS3787,Salvation Boulevard ,96,George Ratliff,Color,Action|Comedy|Drama|Thriller,cross|doused with gasoline|pastor|security guard|shower,English,USA,R,9000000,2011,1.85
M3650,CS3749,The Hit List ,90,William Kaufman,Color,Action|Thriller,die hard scenario|engineer|held at gunpoint|race against time|shot to death,English,USA,R,6000000,2011,1.85
M140,CS239,Kung Fu Panda 2 ,90,Jennifer Yuh Nelson,Color,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|peacock|tigress,English,USA,PG,150000000,2011,2.35
M792,CS891,Priest ,87,Scott Stewart,Color,Action|Fantasy|Horror|Sci-Fi|Thriller,church|priest|sheriff|vampire|warrior,English,USA,PG-13,60000000,2011,2.35
M144,CS243,Mars Needs Moms ,88,Simon Wells,Color,Action|Adventure|Animation|Comedy|Family|Sci-Fi,boy|martian|rescue|robot|sexism,English,USA,PG,150000000,2011,2.35
M1136,CS1235,Johnny English Reborn ,101,Oliver Parker,Color,Action|Adventure|Comedy|Crime,assassin|chinese|conspiracy|gadget|premier,English,USA,PG,45000000,2011,2.35
M156,CS255,Mission: Impossible - Ghost Protocol ,133,Brad Bird,Color,Action|Adventure|Thriller,dubai|kremlin|race against time|russian|terrorist,English,USA,PG-13,145000000,2011,2.35
M1442,CS1541,In Time ,109,Andrew Niccol,Color,Action|Sci-Fi|Thriller,currency|future|murder|on the run|time,English,USA,PG-13,40000000,2011,2.35
M019,CS118,Pirates of the Caribbean: On Stranger Tides ,136,Rob Marshall,Color,Action|Adventure|Fantasy,blackbeard|captain|pirate|revenge|soldier,English,USA,PG-13,250000000,2011,2.35
M172,CS271,Captain America: The First Avenger ,124,Joe Johnston,Color,Action|Adventure|Sci-Fi,arctic|captain america|scientist|tesseract|war bond,English,USA,PG-13,140000000,2011,2.35
M1470,CS1569,Abduction ,106,John Singleton,Color,Action|Mystery|Thriller,assassin|high school|on the run|teenager|website,English,USA,PG-13,35000000,2011,2.35
M192,CS291,Puss in Boots ,90,Chris Miller,Color,Action|Adventure|Animation|Comedy|Family|Fantasy,betrayal|egg|friend|goose|hero,English,USA,PG,130000000,2011,2.35
M4340,CS4439,The Legend of Hell's Gate: An American Conspiracy ,108,Tanner Beard,Color,Action|Adventure|History|Western,1800s|doc holliday|robbers|sheriff|texas,English,USA,PG-13,2000000,2011,
M602,CS701,Battle Los Angeles ,116,Jonathan Liebesman,Color,Action|Sci-Fi,alien|extraterrestrial|invasion|marine|mission,English,USA,PG-13,70000000,2011,2.35
M195,CS294,The Adventures of Tintin ,107,Steven Spielberg,Color,Action|Adventure|Family|Mystery,captain|morocco|ship|tintin|treasure,English,USA,PG,135000000,2011,2.35
M212,CS311,Fast Five ,132,Justin Lin,Color,Action|Crime|Thriller,drug lord|drugs|federal agent|heist|police,English,USA,PG-13,125000000,2011,2.35
M213,CS312,Sherlock Holmes: A Game of Shadows ,129,Guy Ritchie,Color,Action|Adventure|Crime|Mystery|Thriller,factory|gypsy|investigation|sherlock holmes|train,English,USA,PG-13,125000000,2011,2.35
M260,CS359,The Green Hornet ,119,Michel Gondry,Color,Action|Comedy|Crime|Sci-Fi|Thriller,heir|kung fu|party|playboy|superhero,English,USA,PG-13,120000000,2011,2.35
M1154,CS1253,The Mechanic ,93,Simon West,Color,Action|Crime|Thriller,apprentice|disobeying orders|gas station|hitman|nightclub,English,USA,R,40000000,2011,2.35
M266,CS365,Real Steel ,127,Shawn Levy,Color,Action|Drama|Sci-Fi|Sport,arena|boxing|boxing movie|robot|robot battle,English,USA,PG-13,110000000,2011,2.35
M1529,CS1628,The Darkest Hour ,89,Chris Gorak,Color,Action|Adventure|Horror|Sci-Fi|Thriller,alien|aurora borealis|critically bashed|killing an animal|nightclub,English,USA,PG-13,30000000,2011,2.35
M306,CS405,The Tourist ,103,Florian Henckel von Donnersmarck,Color,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,English,USA,PG-13,100000000,2010,2.35
M1069,CS1168,Jonah Hex ,81,Jimmy Hayward,Color,Action|Drama|Fantasy|Thriller|Western,confederate|death|independence day|military|terrorist,English,USA,PG-13,47000000,2010,2.35
M1140,CS1239,The Bounty Hunter ,110,Andy Tennant,Color,Action|Comedy|Romance,bounty hunter|death|murder|police officer|reporter,English,USA,PG-13,40000000,2010,2.35
M548,CS647,Killers ,100,Robert Luketic,Color,Action|Comedy|Romance|Thriller,hired killer|marriage|neighbor|on the run|store clerk,English,USA,PG-13,75000000,2010,2.35
M1239,CS1338,Predators ,107,Nimród Antal,Color,Action|Adventure|Sci-Fi|Thriller,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,English,USA,R,40000000,2010,2.35
M464,CS563,The Book of Eli ,118,Albert Hughes,Color,Action|Adventure|Drama|Thriller,blind|book|long take|post apocalypse|water,English,USA,R,80000000,2010,2.35
M1376,CS1475,Cop Out ,107,Kevin Smith,Color,Action|Comedy|Crime,baseball card|detective|partner|thief|wedding,English,USA,R,37000000,2010,2.35
M052,CS151,Prince of Persia: The Sands of Time ,116,Mike Newell,Color,Action|Adventure|Fantasy|Romance,alamut|dagger|king|persia|princess,English,USA,PG-13,200000000,2010,2.35
M438,CS537,The Expendables ,113,Sylvester Stallone,Color,Action|Adventure|Thriller,action hero|assassination attempt|explosion|machine gun|rescue mission,English,USA,R,80000000,2010,2.35
M432,CS531,Cats & Dogs: The Revenge of Kitty Galore ,82,Brad Peyton,Color,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|kitty|special agent,English,USA,PG,85000000,2010,1.85
M1550,CS1649,Takers ,107,John Luessenhop,Color,Action|Crime|Thriller,armored car|bank|falling out among thieves|heist|planning,English,USA,PG-13,20000000,2010,2.35
M1564,CS1663,Repo Men ,119,Miguel Sapochnik,Color,Action|Crime|Sci-Fi|Thriller,artificial organ|best friend|enforcer|future|near future,English,USA,R,32000000,2010,2.35
M425,CS524,Scott Pilgrim vs. the World ,112,Edgar Wright,Color,Action|Comedy|Fantasy|Romance,band|dating|high school|hipster|rock band,English,USA,PG-13,60000000,2010,1.85
M041,CS140,TRON: Legacy ,125,Joseph Kosinski,Color,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,English,USA,PG,170000000,2010,2.35
M1786,CS1885,The Spy Next Door ,94,Brian Levant,Color,Action|Comedy|Family,chinese|cia|single mother|spy|terrorist,English,USA,PG,28000000,2010,1.85
M355,CS454,Unstoppable ,98,Tony Scott,Color,Action|Thriller,freight train|race against time|runaway train|train|train engineer,English,USA,PG-13,100000000,2010,2.35
M1848,CS1947,Legion ,100,Scott Stewart,Color,Action|Fantasy|Horror,angel|diner|faith|human race|religious faith,English,USA,R,26000000,2010,2.35
M313,CS412,Legend of the Guardians: The Owls of Ga'Hoole ,101,Zack Snyder,Color,Action|Adventure|Animation|Family|Fantasy,barn owl|escape|owl|ruler|soldier,English,USA,PG,80000000,2010,2.35
M1950,CS2049,The Losers ,97,Sylvain White,Color,Action|Crime|Drama|Mystery|Thriller,hacking|hijacking|martial arts|revenge|special forces,English,USA,PG-13,25000000,2010,2.35
M295,CS394,The Other Guys ,116,Adam McKay,Color,Action|Comedy|Crime,capitalist|detective|investigation|new york city|police,English,USA,PG-13,100000000,2010,2.35
M2047,CS2146,Faster ,98,George Tillman Jr.,Color,Action|Crime|Drama|Thriller,gun|prison|reference to god|reference to jesus christ|vengeance,English,USA,R,24000000,2010,2.35
M2161,CS2260,Jackass 3D ,101,Jeff Tremaine,Color,Action|Comedy|Documentary,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,English,USA,R,20000000,2010,1.78
M235,CS334,Knight and Day ,117,James Mangold,Color,Action|Comedy|Romance,chase|fbi|garage|spy|surveillance,English,USA,PG-13,117000000,2010,2.35
M4855,CS4954,Death Calls ,90,Ken Del Conte,Color,Action|Adventure|Mystery|Romance|Thriller,murder|oppression|rebirth|reincarnation|revenge,English,USA,R,290000,2010,1.85
M2341,CS2440,Dylan Dog: Dead of Night ,107,Kevin Munroe,Color,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,close up of eyes|monster|quirkiness|supernatural|vomiting,English,USA,PG-13,20000000,2010,2.35
M214,CS313,Clash of the Titans ,106,Louis Leterrier,Color,Action|Adventure|Fantasy,famous line|hand to hand combat|kraken|rape|zeus,English,USA,PG-13,125000000,2010,2.35
M202,CS301,Megamind ,95,Tom McGrath,Color,Action|Animation|Comedy|Family|Sci-Fi,battle|city|planet|prison|superhero,English,USA,PG,130000000,2010,2.35
M2500,CS2599,TRON: Legacy ,125,Joseph Kosinski,Color,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,English,USA,PG,170000000,2010,2.35
M193,CS292,Salt ,101,Phillip Noyce,Color,Action|Crime|Mystery|Thriller,cia|on the run|russian|russian spy|strong female lead,English,USA,PG-13,110000000,2010,2.35
M2651,CS2750,Clash of the Titans ,106,Louis Leterrier,Color,Action|Adventure|Fantasy,famous line|hand to hand combat|kraken|rape|zeus,English,USA,PG-13,125000000,2010,2.35
M023,CS122,Robin Hood ,156,Ridley Scott,Color,Action|Adventure|Drama|History,1190s|archer|england|king of england|robin hood,English,USA,PG-13,200000000,2010,2.35
M2912,CS3011,Machete ,105,Ethan Maniquis,Color,Action|Crime|Thriller,machete|mexican|mexico|priest|texas,English,USA,R,10500000,2010,1.85
M3141,CS3240,Skyline ,97,Colin Strause,Color,Action|Sci-Fi|Thriller,apartment|blue light|drawing|group of friends|light,English,USA,PG-13,10000000,2010,2.35
M3168,CS3267,MacGruber ,95,Jorma Taccone,Color,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,English,USA,R,10000000,2010,2.35
M3171,CS3270,The Tourist ,103,Florian Henckel von Donnersmarck,Color,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,English,USA,PG-13,100000000,2010,2.35
M141,CS240,The Last Airbender ,103,M. Night Shyamalan,Color,Action|Adventure|Family|Fantasy,avatar|fire|kingdom|tribe|water,English,USA,PG,150000000,2010,2.35
M105,CS204,The Sorcerer's Apprentice ,109,Jon Turteltaub,Color,Action|Adventure|Family|Fantasy,chosen one|enchanted object|love|spell|training,English,USA,PG,150000000,2010,2.35
M098,CS197,Inception ,148,Christopher Nolan,Color,Action|Adventure|Sci-Fi|Thriller,ambiguous ending|corporate espionage|dream|subconscious|thief,English,USA,PG-13,160000000,2010,2.35
M081,CS180,Iron Man 2 ,124,Jon Favreau,Color,Action|Adventure|Sci-Fi,hammer|military|monaco|revenge|tony stark,English,USA,PG-13,200000000,2010,2.35
M4525,CS4624,The Dead Undead ,89,Matthew R. Anderson,Color,Action|Horror|Sci-Fi,flashback|immortality|rural setting|vampire|zombie,English,USA,R,1100000,2010,1.85
M734,CS833,RED ,111,Robert Schwentke,Color,Action|Comedy|Crime|Thriller,cia|female assassin|interrogation|office cubicle|spy,English,USA,PG-13,58000000,2010,2.35
M161,CS260,Star Trek ,127,J.J. Abrams,Color,Action|Adventure|Sci-Fi,box office hit|future|lifted by the throat|star trek|vulcan,English,USA,PG-13,150000000,2009,2.35
M1433,CS1532,Underworld: Rise of the Lycans ,92,Patrick Tatopoulos,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,battle|slave|vampire|warrior|werewolf,English,USA,R,35000000,2009,2.35
M367,CS466,Sherlock Holmes ,128,Guy Ritchie,Color,Action|Adventure|Crime|Mystery|Thriller,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,English,USA,PG-13,90000000,2009,1.85
M1668,CS1767,9 ,79,Shane Acker,Color,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,hope|key|machine|number|rag doll,English,USA,PG-13,30000000,2009,1.85
M3387,CS3486,The Boondock Saints II: All Saints Day ,138,Troy Duffy,Color,Action|Crime|Thriller,final showdown|ireland|justice|priest|sheep,English,USA,R,8000000,2009,2.35
M078,CS177,G.I. Joe: The Rise of Cobra ,118,Stephen Sommers,Color,Action|Adventure|Sci-Fi|Thriller,cobra|gi joe|snake|train|warhead,English,USA,PG-13,175000000,2009,2.35
M993,CS1092,Ninja Assassin ,99,James McTeigue,Color,Action|Crime|Thriller,critically bashed|kung fu|martial artist|martial arts|ninja,English,USA,R,40000000,2009,2.35
M492,CS591,Surrogates ,89,Jonathan Mostow,Color,Action|Sci-Fi|Thriller,android|fbi agent|future|murder|robot,English,USA,PG-13,80000000,2009,2.35
M359,CS458,Ice Age: Dawn of the Dinosaurs ,94,Carlos Saldanha,Color,Action|Adventure|Animation|Comedy|Family,egg|lost world|rescue|squirrel|weasel,English,USA,PG,90000000,2009,1.85
M133,CS232,G-Force ,88,Hoyt Yeatman,Color,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,fbi director|guinea pig|household appliance|secret agent|talking mouse,English,USA,PG,150000000,2009,2.35
M2275,CS2374,Crank: High Voltage ,96,Mark Neveldine,Color,Action|Crime|Sci-Fi|Thriller,artificial heart|heart|horse penis|prostitute|stripper,English,USA,R,20000000,2009,1.85
M1937,CS2036,Dance Flick ,88,Damien Dante Wayans,Color,Action|Comedy|Music,african american|dance|overalls|parody|rap,English,USA,PG-13,25000000,2009,1.85
M1305,CS1404,Cirque du Freak: The Vampire's Assistant ,109,Paul Weitz,Color,Action|Adventure|Fantasy|Thriller,antidote|based on young adult novel|flyer|spider|vampire,English,USA,PG-13,40000000,2009,2.35
M061,CS160,2012 ,158,Roland Emmerich,Color,Action|Adventure|Sci-Fi,ark|catastrophe|geologist|president|writer,English,USA,PG-13,200000000,2009,2.35
M124,CS223,X-Men Origins: Wolverine ,119,Gavin Hood,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,army|civil war|claw fight|commando|wolverine the character,English,USA,PG-13,150000000,2009,2.35
M037,CS136,Transformers: Revenge of the Fallen ,150,Michael Bay,Color,Action|Adventure|Sci-Fi,autobot|decepticon|machine|sun|symbol,English,USA,PG-13,200000000,2009,2.35
M1006,CS1105,The International ,118,Tom Tykwer,Color,Action|Crime|Drama|Mystery|Thriller,bank|chase|district attorney|interpol|murder,English,USA,R,50000000,2009,2.35
