Movie ID,movie_facebook_likes
M2351,70
M2352,0
M2353,0
M2354,11000
M2355,0
M2356,0
M2357,0
M2358,16000
M2359,0
M2360,0
M2361,11000
M2362,0
M2363,37000
M2364,39000
M2365,0
M2366,1000
M2367,1000
M2368,0
M2369,0
M2370,14000
M2371,0
M2372,663
M2373,0
M2374,28000
M2375,332
M2376,1000
M2377,53000
M2378,0
M2379,13000
M2380,560
M2381,0
M2382,0
M2383,238
M2384,228
M2385,599
M2386,0
M2387,0
M2388,0
M2389,124
M2390,15000
M2391,13000
M2392,21000
M2393,0
M2394,0
M2395,0
M2396,0
M2397,0
M2398,0
M2399,0
M2400,31000
M2401,0
M2402,265
M2403,10000
M2404,0
M2405,19000
M2406,0
M2407,13000
M2408,16000
M2409,1000
M2410,0
M2411,0
M2412,0
M2413,0
M2414,0
M2415,114000
M2416,36000
M2417,0
M2418,0
M2419,0
M2420,588
M2421,7000
M2422,15000
M2423,0
M2424,0
M2425,2000
M2426,0
M2427,0
M2428,0
M2429,0
M2430,63000
M2431,812
M2432,0
M2433,0
M2434,591
M2435,0
M2436,23000
M2437,0
M2438,0
M2439,346
M2440,813
M2441,2000
M2442,4000
M2443,0
M2444,3000
M2445,0
M2446,562
M2447,0
M2448,0
M2449,0
M2450,0
M2451,0
M2452,0
M2453,12000
M2454,0
M2455,0
M2456,0
M2457,0
M2458,827
M2459,18000
M2460,0
M2461,0
M2462,378
M2463,0
M2464,2000
M2465,19000
M2466,1000
M2467,0
M2468,342
M2469,271
M2470,3000
M2471,0
M2472,0
M2473,0
M2474,0
M2475,10000
M2476,0
M2477,804
M2478,0
M2479,0
M2480,0
M2481,12000
M2482,0
M2483,0
M2484,0
M2485,204
M2486,20000
M2487,18000
M2488,0
M2489,0
M2490,14000
M2491,0
M2492,0
M2493,12000
M2494,0
M2495,309
M2496,7000
M2497,3000
M2498,12000
M2499,2000
M2500,30000
M2501,0
M2502,16000
M2503,0
M2504,320
M2505,21000
M2506,0
M2507,874
M2508,36000
M2509,476
M2510,0
M2511,814
M2512,110
M2513,339
M2514,4000
M2515,419
M2516,70000
M2517,0
M2518,300
M2519,1000
M2520,238
M2521,0
M2522,352
M2523,154
M2524,15000
M2525,0
M2526,0
M2527,0
M2528,0
M2529,0
M2530,903
M2531,0
M2532,0
M2533,0
M2534,15000
M2535,0
M2536,0
M2537,0
M2538,0
M2539,0
M2540,23000
M2541,0
M2542,0
M2543,0
M2544,0
M2545,0
M2546,30000
M2547,0
M2548,71000
M2549,0
M2550,0
M2551,1000
M2552,27000
M2553,0
M2554,393
M2555,1000
M2556,0
M2557,0
M2558,0
M2559,17000
M2560,0
M2561,14000
M2562,0
M2563,18000
M2564,487
M2565,0
M2566,6000
M2567,492
M2568,0
M2569,31000
M2570,24000
M2571,371
M2572,818
M2573,0
M2574,0
M2575,177
M2576,392
M2577,573
M2578,762
M2579,0
M2580,0
M2581,0
M2582,0
M2583,0
M2584,356
M2585,23000
M2586,0
M2587,3000
M2588,921
M2589,23000
M2590,0
M2591,115000
M2592,0
M2593,0
M2594,939
M2595,16000
M2596,824
M2597,282
M2598,191
M2599,0
M2600,0
M2601,0
M2602,20000
M2603,3000
M2604,0
M2605,19000
M2606,0
M2607,22000
M2608,64000
M2609,0
M2610,0
M2611,1000
M2612,6000
M2613,558
M2614,0
M2615,165000
M2616,855
M2617,0
M2618,0
M2619,57000
M2620,12000
M2621,0
M2622,26000
M2623,0
M2624,15000
M2625,1000
M2626,0
M2627,29000
M2628,0
M2629,896
M2630,11000
M2631,12000
M2632,0
M2633,12000
M2634,27000
M2635,0
M2636,0
M2637,2000
M2638,0
M2639,38000
M2640,11000
M2641,0
M2642,90000
M2643,0
M2644,0
M2645,11000
M2646,3000
M2647,38000
M2648,0
M2649,0
M2650,0
M2651,15000
M2652,33000
M2653,0
M2654,81000
M2655,810
M2656,849
M2657,0
M2658,0
M2659,1000
M2660,0
M2661,0
M2662,0
M2663,949
M2664,6000
M2665,0
M2666,0
M2667,0
M2668,0
M2669,466
M2670,1000
M2671,0
M2672,243
M2673,0
M2674,0
M2675,0
M2676,0
M2677,673
M2678,47000
M2679,0
M2680,327
M2681,16000
M2682,0
M2683,20000
M2684,13000
M2685,0
M2686,175
M2687,116
M2688,356
M2689,489
M2690,49000
M2691,10000
M2692,566
M2693,622
M2694,251
M2695,1000
M2696,877
M2697,436
M2698,29000
M2699,247
M2700,648
M2701,16000
M2702,1000
M2703,576
M2704,35000
M2705,0
M2706,455
M2707,923
M2708,816
M2709,1000
M2710,0
M2711,515
M2712,647
M2713,32000
M2714,0
M2715,0
M2716,0
M2717,10000
M2718,10000
M2719,157
M2720,0
M2721,0
M2722,0
M2723,0
M2724,16000
M2725,0
M2726,0
M2727,33000
M2728,733
M2729,0
M2730,843
M2731,391
M2732,0
M2733,708
M2734,284
M2735,12000
M2736,0
M2737,0
M2738,0
M2739,664
M2740,0
M2741,0
M2742,0
M2743,154
M2744,0
M2745,705
M2746,0
M2747,193
M2748,445
M2749,0
M2750,0
M2751,13000
M2752,473
M2753,18
M2754,821
M2755,277
M2756,38000
M2757,41000
M2758,10000
M2759,0
M2760,998
M2761,10000
M2762,1000
M2763,13000
M2764,3000
M2765,11000
M2766,0
M2767,489
M2768,0
M2769,4000
M2770,0
M2771,0
M2772,17000
M2773,0
M2774,0
M2775,0
M2776,373
M2777,0
M2778,0
M2779,0
M2780,0
M2781,2000
M2782,18000
M2783,184
M2784,0
M2785,530
M2786,1000
M2787,889
M2788,0
M2789,411
M2790,4000
M2791,1000
M2792,645
M2793,970
M2794,0
M2795,932
M2796,905
M2797,488
M2798,0
M2799,896
M2800,0
M2801,613
M2802,0
M2803,13000
M2804,5000
M2805,853
M2806,860
M2807,447
M2808,231
M2809,127
M2810,2000
M2811,76
M2812,0
M2813,512
M2814,0
M2815,1000
M2816,702
M2817,0
M2818,934
M2819,14000
M2820,13000
M2821,62000
M2822,0
M2823,0
M2824,0
M2825,0
M2826,0
M2827,52000
M2828,329
M2829,64
M2830,14000
M2831,0
M2832,29000
M2833,0
M2834,502
M2835,62000
M2836,106000
M2837,60000
M2838,14000
M2839,0
M2840,0
M2841,16000
M2842,0
M2843,0
M2844,33000
M2845,0
M2846,10000
M2847,1000
M2848,0
M2849,0
M2850,15000
M2851,0
M2852,0
M2853,0
M2854,934
M2855,833
M2856,0
M2857,0
M2858,20000
M2859,109000
M2860,0
M2861,593
M2862,0
M2863,0
M2864,5000
M2865,862
M2866,204
M2867,72000
M2868,679
M2869,3000
M2870,0
M2871,22
M2872,251
M2873,0
M2874,0
M2875,618
M2876,11000
M2877,0
M2878,689
M2879,5000
M2880,186
M2881,0
M2882,69
M2883,10000
M2884,0
M2885,131000
M2886,107
M2887,0
M2888,141
M2889,0
M2890,18000
M2891,0
M2892,23000
M2893,139
M2894,332
M2895,11000
M2896,0
M2897,0
M2898,0
M2899,15000
M2900,0
M2901,0
M2902,0
M2903,0
M2904,0
M2905,337
M2906,19000
M2907,38000
M2908,0
M2909,329
M2910,344
M2911,0
M2912,44000
M2913,0
M2914,5000
M2915,0
M2916,0
M2917,18000
M2918,21000
M2919,0
M2920,0
M2921,0
M2922,0
M2923,770
M2924,0
M2925,0
M2926,0
M2927,0
M2928,15000
M2929,0
M2930,0
M2931,0
M2932,0
M2933,32000
M2934,0
M2935,0
M2936,0
M2937,29000
M2938,0
M2939,0
M2940,0
M2941,0
M2942,243
M2943,0
M2944,0
M2945,0
M2946,0
M2947,0
M2948,93000
M2949,0
M2950,0
M2951,902
M2952,0
M2953,31000
M2954,37000
M2955,549
M2956,0
M2957,0
M2958,0
M2959,151
M2960,28000
M2961,0
M2962,371
M2963,0
M2964,0
M2965,439
M2966,242
M2967,0
M2968,0
M2969,1000
M2970,0
M2971,11000
M2972,701
M2973,507
M2974,105000
M2975,0
M2976,0
M2977,0
M2978,0
M2979,262
M2980,1000
M2981,650
M2982,652
M2983,0
M2984,0
M2985,251
M2986,656
M2987,0
M2988,305
M2989,7000
M2990,135
M2991,0
M2992,0
M2993,29000
M2994,677
M2995,27000
M2996,0
M2997,314
M2998,0
M2999,0
M3000,0
M3001,423
M3002,88
M3003,1000
M3004,0
M3005,0
M3006,607
M3007,458
M3008,784
M3009,0
M3010,0
M3011,26000
M3012,211
M3013,0
M3014,0
M3015,13000
M3016,26000
M3017,23000
M3018,27000
M3019,634
M3020,0
M3021,355
M3022,443
M3023,4
M3024,14000
M3025,33000
M3026,11000
M3027,7000
M3028,0
M3029,0
M3030,36000
M3031,641
M3032,7000
M3033,15000
M3034,774
M3035,0
M3036,0
M3037,0
M3038,19000
M3039,0
M3040,0
M3041,0
M3042,0
M3043,0
M3044,365
M3045,541
M3046,745
M3047,902
M3048,36000
M3049,0
M3050,0
M3051,671
M3052,13000
M3053,449
M3054,5000
M3055,34000
M3056,0
M3057,10000
M3058,405
M3059,14000
M3060,0
M3061,0
M3062,550
M3063,174
M3064,26000
M3065,0
M3066,967
M3067,608
M3068,0
M3069,0
M3070,11000
M3071,0
M3072,0
M3073,85
M3074,18000
M3075,302
M3076,659
M3077,646
M3078,0
M3079,1000
M3080,24000
M3081,34000
M3082,1000
M3083,392
M3084,119
M3085,0
M3086,250
M3087,411
M3088,0
M3089,0
M3090,31000
M3091,0
M3092,0
M3093,0
M3094,0
M3095,0
M3096,0
M3097,12000
M3098,0
M3099,0
M3100,676
M3101,0
M3102,0
M3103,0
M3104,4000
M3105,0
M3106,0
M3107,0
M3108,0
M3109,48000
M3110,227
M3111,0
M3112,0
M3113,20000
M3114,16000
M3115,981
M3116,29000
M3117,0
M3118,27000
M3119,0
M3120,0
M3121,10000
M3122,744
M3123,0
M3124,0
M3125,368
M3126,720
M3127,0
M3128,0
M3129,10000
M3130,21000
M3131,0
M3132,13000
M3133,0
M3134,0
M3135,15000
M3136,683
M3137,331
M3138,0
M3139,997
M3140,5000
M3141,13000
M3142,21000
M3143,851
M3144,767
M3145,720
M3146,0
M3147,11000
M3148,0
M3149,680
M3150,328
M3151,27000
M3152,441
M3153,0
M3154,0
M3155,227
M3156,17000
M3157,808
M3158,1000
M3159,15000
M3160,1000
M3161,0
M3162,16000
M3163,0
M3164,20000
M3165,0
M3166,0
M3167,0
M3168,0
M3169,0
M3170,25000
M3171,25000
M3172,518
M3173,25000
M3174,0
M3175,0
M3176,35000
M3177,14000
M3178,49
M3179,0
M3180,0
M3181,398
M3182,0
M3183,0
M3184,425
M3185,0
M3186,0
M3187,0
M3188,0
M3189,0
M3190,0
M3191,0
M3192,561
M3193,944
M3194,18000
M3195,345
M3196,208
M3197,0
M3198,0
M3199,1000
M3200,10000
M3201,106
M3202,0
M3203,0
M3204,0
M3205,242
M3206,0
M3207,20000
M3208,0
M3209,533
M3210,795
M3211,12000
M3212,0
M3213,0
M3214,319
M3215,0
M3216,74
M3217,725
M3218,883
M3219,0
M3220,952
M3221,33
M3222,5000
M3223,85
M3224,12000
M3225,345
M3226,117
M3227,0
M3228,0
M3229,661
M3230,0
M3231,321
M3232,503
M3233,874
M3234,0
M3235,89
M3236,370
M3237,1000
M3238,546
M3239,58
M3240,0
M3241,402
M3242,160
M3243,0
M3244,0
M3245,376
M3246,509
M3247,0
M3248,0
M3249,186
M3250,589
M3251,1000
M3252,695
M3253,486
M3254,746
M3255,119
M3256,0
M3257,0
M3258,850
M3259,0
M3260,957
M3261,0
M3262,0
M3263,0
M3264,1000
M3265,33000
M3266,616
M3267,898
M3268,0
M3269,0
M3270,0
M3271,0
M3272,0
M3273,0
M3274,0
M3275,50000
M3276,10000
M3277,12000
M3278,23000
M3279,0
M3280,0
M3281,0
M3282,0
M3283,0
M3284,0
M3285,0
M3286,0
M3287,0
M3288,0
M3289,15000
M3290,580
M3291,0
M3292,1000
M3293,0
M3294,0
M3295,0
M3296,266
M3297,0
M3298,0
M3299,419
M3300,1000
M3301,838
M3302,0
M3303,0
M3304,748
M3305,0
M3306,313
M3307,215
M3308,1000
M3309,0
M3310,0
M3311,0
M3312,124
M3313,375
M3314,348
M3315,484
M3316,0
M3317,135
M3318,0
M3319,0
M3320,128
M3321,0
M3322,120
M3323,3000
M3324,0
M3325,0
M3326,458
M3327,0
M3328,0
M3329,0
M3330,2000
M3331,0
M3332,19000
M3333,0
M3334,1000
M3335,0
M3336,0
M3337,278
M3338,0
M3339,0
M3340,8000
M3341,0
M3342,0
M3343,387
M3344,0
M3345,27000
M3346,0
M3347,18000
M3348,196
M3349,341
M3350,0
M3351,0
M3352,0
M3353,1000
M3354,8000
M3355,467
M3356,45000
M3357,0
M3358,65000
M3359,713
M3360,15000
M3361,0
M3362,15000
M3363,24000
M3364,11000
M3365,0
M3366,0
M3367,0
M3368,559
M3369,40000
M3370,0
M3371,0
M3372,0
M3373,495
M3374,240
M3375,0
M3376,0
M3377,0
M3378,0
M3379,0
M3380,0
M3381,0
M3382,0
M3383,0
M3384,18000
M3385,938
M3386,758
M3387,0
M3388,638
M3389,12000
M3390,19000
M3391,160
M3392,0
M3393,0
M3394,125
M3395,77
M3396,859
M3397,788
M3398,18000
M3399,0
M3400,0
M3401,0
M3402,0
M3403,515
M3404,20000
M3405,0
M3406,429
M3407,0
M3408,79
M3409,11000
M3410,43000
M3411,412
M3412,226
M3413,434
M3414,494
M3415,75
M3416,0
M3417,143
M3418,0
M3419,3000
M3420,0
M3421,294
M3422,532
M3423,675
M3424,0
M3425,0
M3426,520
M3427,438
M3428,81
M3429,0
M3430,205
M3431,0
M3432,0
M3433,999
M3434,689
M3435,3000
M3436,508
M3437,0
M3438,2000
M3439,0
M3440,0
M3441,12000
M3442,1000
M3443,345
M3444,1000
M3445,0
M3446,140
M3447,31
M3448,0
M3449,655
M3450,26
M3451,0
M3452,223
M3453,18000
M3454,0
M3455,389
M3456,108
M3457,14000
M3458,0
M3459,25000
M3460,0
M3461,0
M3462,0
M3463,129
M3464,10000
M3465,0
M3466,0
M3467,43000
M3468,0
M3469,40000
M3470,0
M3471,54000
M3472,2000
M3473,0
M3474,0
M3475,0
M3476,0
M3477,115000
M3478,0
M3479,0
M3480,0
M3481,141
M3482,61000
M3483,0
M3484,2000
M3485,978
M3486,10000
M3487,407
M3488,0
M3489,824
M3490,0
M3491,6000
M3492,23000
M3493,375
M3494,80000
M3495,0
M3496,44
M3497,10000
M3498,0
M3499,0
M3500,0
M3501,16000
M3502,0
M3503,0
M3504,0
M3505,0
M3506,446
M3507,0
M3508,0
M3509,650
M3510,0
M3511,2000
M3512,0
M3513,0
M3514,157
M3515,357
M3516,3000
M3517,38000
M3518,962
M3519,797
M3520,168
M3521,0
M3522,122
M3523,0
M3524,0
M3525,0
M3526,724
M3527,19000
M3528,0
M3529,0
M3530,97
M3531,0
M3532,916
M3533,1000
M3534,694
M3535,311
M3536,16000
M3537,55
M3538,0
M3539,453
M3540,41
M3541,0
M3542,389
M3543,10000
M3544,586
M3545,187
M3546,0
M3547,687
M3548,1000
M3549,413
M3550,10000
M3551,37000
M3552,282
M3553,663
M3554,11000
M3555,45000
M3556,479
M3557,0
M3558,0
M3559,337
M3560,0
M3561,391
M3562,0
M3563,515
M3564,0
M3565,342
M3566,802
M3567,23000
M3568,0
M3569,19
M3570,12000
M3571,1000
M3572,260
M3573,0
M3574,830
M3575,13000
M3576,13000
M3577,11000
M3578,0
M3579,0
M3580,0
M3581,0
M3582,13000
M3583,9000
M3584,0
M3585,0
M3586,0
M3587,0
M3588,0
M3589,0
M3590,0
M3591,478
M3592,990
M3593,28000
M3594,1000
M3595,0
M3596,10000
M3597,403
M3598,0
M3599,0
M3600,624
M3601,256
M3602,355
M3603,0
M3604,0
M3605,11000
M3606,0
M3607,985
M3608,0
M3609,926
M3610,15000
M3611,28
M3612,0
M3613,0
M3614,21000
M3615,9000
M3616,0
M3617,17000
M3618,422
M3619,0
M3620,915
M3621,985
M3622,0
M3623,901
M3624,0
M3625,0
M3626,0
M3627,84
M3628,0
M3629,289
M3630,29
M3631,0
M3632,0
M3633,643
M3634,605
M3635,125
M3636,0
M3637,52
M3638,0
M3639,0
M3640,224
M3641,30
M3642,733
M3643,850
M3644,570
M3645,0
M3646,176
M3647,275
M3648,0
M3649,1000
M3650,0
M3651,0
M3652,0
M3653,0
M3654,0
M3655,0
M3656,0
M3657,0
M3658,0
M3659,543
M3660,0
M3661,109
M3662,0
M3663,0
M3664,160
M3665,244
M3666,365
M3667,4000
M3668,277
M3669,0
M3670,0
M3671,0
M3672,0
M3673,33000
M3674,0
M3675,5000
M3676,0
M3677,438
M3678,0
M3679,352
M3680,1000
M3681,0
M3682,113
M3683,0
M3684,13000
M3685,543
M3686,0
M3687,679
M3688,1000
M3689,915
M3690,484
M3691,23000
M3692,11000
M3693,989
M3694,0
M3695,0
M3696,421
M3697,35000
M3698,0
M3699,33000
M3700,0
M3701,0
M3702,24000
M3703,18000
M3704,0
M3705,15000
M3706,14000
M3707,26000
M3708,0
M3709,620
M3710,963
M3711,0
M3712,0
M3713,10000
M3714,9000
M3715,65000
M3716,0
M3717,40000
M3718,23000
M3719,0
M3720,0
M3721,22000
M3722,232
M3723,0
M3724,122
M3725,1000
M3726,0
M3727,11000
M3728,0
M3729,575
M3730,0
M3731,14000
M3732,0
M3733,599
M3734,45000
M3735,376
M3736,0
M3737,1000
M3738,5000
M3739,25000
M3740,0
M3741,0
M3742,19000
M3743,562
M3744,0
M3745,0
M3746,0
M3747,0
M3748,0
M3749,0
M3750,0
M3751,16000
M3752,0
M3753,270
M3754,11000
M3755,738
M3756,213
M3757,740
M3758,207
M3759,0
M3760,0
M3761,672
M3762,327
M3763,729
M3764,0
M3765,0
M3766,462
M3767,10000
M3768,393
M3769,47000
M3770,249
M3771,89
M3772,920
M3773,0
M3774,0
M3775,323
M3776,0
M3777,0
M3778,0
M3779,507
M3780,21000
M3781,247
M3782,13000
M3783,0
M3784,0
M3785,10000
M3786,255
M3787,0
M3788,0
M3789,225
M3790,133
M3791,489
M3792,274
M3793,49000
M3794,777
M3795,44
M3796,69
M3797,174
M3798,27000
M3799,559
M3800,40
M3801,634
M3802,0
M3803,0
M3804,639
M3805,887
M3806,419
M3807,38
M3808,0
M3809,0
M3810,165
M3811,0
M3812,58
M3813,0
M3814,190
M3815,2000
M3816,35
M3817,49
M3818,0
M3819,0
M3820,1000
M3821,0
M3822,0
M3823,10000
M3824,0
M3825,750
M3826,14000
M3827,0
M3828,864
M3829,0
M3830,0
M3831,0
M3832,30000
M3833,11
M3834,491
M3835,2
M3836,2000
M3837,31
M3838,0
M3839,199
M3840,0
M3841,285
M3842,0
M3843,0
M3844,0
M3845,0
M3846,0
M3847,0
M3848,2000
M3849,2000
M3850,38000
M3851,501
M3852,539
M3853,1000
M3854,0
M3855,33000
M3856,0
M3857,689
M3858,3000
M3859,0
M3860,4000
M3861,0
M3862,0
M3863,528
M3864,0
M3865,0
M3866,7000
M3867,62
M3868,32000
M3869,224
M3870,629
M3871,10000
M3872,0
M3873,0
M3874,0
M3875,0
M3876,0
M3877,0
M3878,504
M3879,2000
M3880,24000
M3881,0
M3882,0
M3883,61
M3884,0
M3885,0
M3886,0
M3887,0
M3888,0
M3889,17000
M3890,0
M3891,625
M3892,51000
M3893,0
M3894,22000
M3895,0
M3896,0
M3897,0
M3898,661
M3899,8000
M3900,283
M3901,634
M3902,16000
M3903,27000
M3904,8000
M3905,2000
M3906,0
M3907,92000
M3908,0
M3909,0
M3910,842
M3911,118
M3912,762
M3913,0
M3914,576
M3915,138
M3916,0
M3917,11000
M3918,0
M3919,0
M3920,414
M3921,931
M3922,0
M3923,15000
M3924,131
M3925,816
M3926,0
M3927,309
M3928,830
M3929,708
M3930,16000
M3931,0
M3932,26000
M3933,550
M3934,0
M3935,987
M3936,872
M3937,111
M3938,12000
M3939,11000
M3940,167
M3941,314
M3942,614
M3943,182
M3944,0
M3945,10000
M3946,132
M3947,108
M3948,0
M3949,98
M3950,0
M3951,0
M3952,325
M3953,161
M3954,278
M3955,798
M3956,0
M3957,688
M3958,282
M3959,0
M3960,657
M3961,279
M3962,296
M3963,0
M3964,0
M3965,531
M3966,170
M3967,365
M3968,0
M3969,2000
M3970,17000
M3971,16000
M3972,0
M3973,251
M3974,237
M3975,456
M3976,17000
M3977,385
M3978,0
M3979,359
M3980,0
M3981,0
M3982,29000
M3983,0
M3984,0
M3985,0
M3986,16000
M3987,358
M3988,8000
M3989,0
M3990,14000
M3991,1000
M3992,357
M3993,0
M3994,930
M3995,470
M3996,0
M3997,43000
M3998,280
M3999,453
M4000,0
M4001,33000
M4002,3000
M4003,804
M4004,0
M4005,0
M4006,93000
M4007,140
M4008,38000
M4009,360
M4010,15000
M4011,414
M4012,1000
M4013,0
M4014,127
M4015,18
M4016,405
M4017,211
M4018,5000
M4019,121
M4020,721
M4021,482
M4022,570
M4023,606
M4024,0
M4025,0
M4026,21000
M4027,224
M4028,0
M4029,129000
M4030,28000
M4031,0
M4032,0
M4033,799
M4034,60000
M4035,18000
M4036,0
M4037,934
M4038,0
M4039,100
M4040,0
M4041,13000
M4042,0
M4043,0
M4044,0
M4045,15000
M4046,0
M4047,0
M4048,0
M4049,0
M4050,41000
M4051,21000
M4052,290
M4053,14000
M4054,0
M4055,4000
M4056,0
M4057,0
M4058,0
M4059,31000
M4060,58000
M4061,63
M4062,0
M4063,0
M4064,902
M4065,38
M4066,0
M4067,0
M4068,710
M4069,609
M4070,0
M4071,949
M4072,933
M4073,635
M4074,0
M4075,889
M4076,545
M4077,808
M4078,0
M4079,143
M4080,1000
M4081,0
M4082,837
M4083,62000
M4084,491
M4085,812
M4086,187
M4087,595
M4088,367
M4089,0
M4090,1000
M4091,131
M4092,0
M4093,0
M4094,0
M4095,217
M4096,417
M4097,0
M4098,430
M4099,0
M4100,0
M4101,11000
M4102,0
M4103,0
M4104,26
M4105,20000
M4106,43000
M4107,0
M4108,37000
M4109,174
M4110,0
M4111,76
M4112,0
M4113,0
M4114,518
M4115,0
M4116,3000
M4117,47
M4118,0
M4119,0
M4120,450
M4121,442
M4122,348
M4123,0
M4124,117
M4125,0
M4126,580
M4127,0
M4128,48
M4129,24000
M4130,54
M4131,448
M4132,433
M4133,0
M4134,2000
M4135,6000
M4136,3000
M4137,32
M4138,406
M4139,395
M4140,398
M4141,37
M4142,56000
M4143,229
M4144,480
M4145,0
M4146,612
M4147,968
M4148,88
M4149,421
M4150,0
M4151,7000
M4152,0
M4153,0
M4154,369
M4155,0
M4156,10000
M4157,0
M4158,14000
M4159,14000
M4160,0
M4161,349
M4162,381
M4163,0
M4164,50
M4165,77
M4166,573
M4167,121
M4168,116
M4169,12000
M4170,0
M4171,17000
M4172,963
M4173,323
M4174,1000
M4175,0
M4176,0
M4177,30
M4178,254
M4179,0
M4180,10000
M4181,0
M4182,0
M4183,3000
M4184,0
M4185,0
M4186,819
M4187,1000
M4188,0
M4189,0
M4190,0
M4191,22000
M4192,39
M4193,500
M4194,774
M4195,430
M4196,13000
M4197,0
M4198,10000
M4199,16
M4200,24000
M4201,588
M4202,144
M4203,0
M4204,140
M4205,0
M4206,0
M4207,560
M4208,0
M4209,19000
M4210,190
M4211,0
M4212,89
M4213,352
M4214,250
M4215,79000
M4216,0
M4217,11000
M4218,0
M4219,144
M4220,566
M4221,500
M4222,438
M4223,279
M4224,0
M4225,0
M4226,3000
M4227,0
M4228,224
M4229,0
M4230,1000
M4231,285
M4232,13000
M4233,77
M4234,68
M4235,452
M4236,172
M4237,107
M4238,870
M4239,0
M4240,0
M4241,0
M4242,305
M4243,15000
M4244,162
M4245,14
M4246,275
M4247,380
M4248,0
M4249,321
M4250,763
M4251,0
M4252,45000
M4253,0
M4254,15000
M4255,0
M4256,0
M4257,0
M4258,0
M4259,0
M4260,39000
M4261,10000
M4262,0
M4263,236
M4264,0
M4265,0
M4266,0
M4267,13000
M4268,11000
M4269,0
M4270,0
M4271,20000
M4272,0
M4273,60
M4274,0
M4275,63000
M4276,0
M4277,0
M4278,0
M4279,0
M4280,134
M4281,0
M4282,558
M4283,0
M4284,0
M4285,0
M4286,32
M4287,0
M4288,0
M4289,43
M4290,0
M4291,0
M4292,592
M4293,495
M4294,166
M4295,974
M4296,739
M4297,857
M4298,17000
M4299,0
M4300,10
M4301,0
M4302,407
M4303,224
M4304,0
M4305,3000
M4306,39
M4307,61
M4308,715
M4309,0
M4310,195
M4311,810
M4312,0
M4313,474
M4314,215
M4315,0
M4316,0
M4317,604
M4318,0
M4319,1000
M4320,205
M4321,0
M4322,0
M4323,0
M4324,0
M4325,0
M4326,115
M4327,44
M4328,1000
M4329,0
M4330,153
M4331,912
M4332,0
M4333,0
M4334,655
M4335,825
M4336,200
M4337,0
M4338,805
M4339,69
M4340,651
M4341,0
M4342,0
M4343,728
M4344,0
M4345,298
M4346,620
M4347,24000
M4348,17000
M4349,0
M4350,104
M4351,39000
M4352,1000
M4353,10000
M4354,0
M4355,213
M4356,1000
M4357,0
M4358,10000
M4359,5000
M4360,18000
M4361,544
M4362,31000
M4363,511
M4364,0
M4365,952
M4366,82
M4367,0
M4368,266
M4369,353
M4370,0
M4371,169
M4372,368
M4373,8
M4374,566
M4375,569
M4376,0
M4377,0
M4378,326
M4379,73
M4380,0
M4381,794
M4382,951
M4383,17000
M4384,374
M4385,869
M4386,16000
M4387,305
M4388,0
M4389,0
M4390,721
M4391,0
M4392,43
M4393,588
M4394,0
M4395,844
M4396,0
M4397,6000
M4398,9
M4399,278
M4400,63
M4401,2000
M4402,7000
M4403,0
M4404,0
M4405,0
M4406,0
M4407,0
M4408,682
M4409,784
M4410,0
M4411,0
M4412,619
M4413,0
M4414,60000
M4415,0
M4416,0
M4417,0
M4418,608
M4419,0
M4420,853
M4421,0
M4422,415
M4423,307
M4424,0
M4425,0
M4426,0
M4427,0
M4428,0
M4429,304
M4430,0
M4431,68
M4432,212
M4433,216
M4434,594
M4435,0
M4436,371
M4437,132
M4438,15000
M4439,10000
M4440,0
M4441,193
M4442,283
M4443,0
M4444,236
M4445,232
M4446,402
M4447,38000
M4448,750
M4449,135
M4450,0
M4451,57
M4452,209
M4453,400
M4454,724
M4455,969
M4456,389
M4457,223
M4458,0
M4459,21000
M4460,32
M4461,533
M4462,5000
M4463,872
M4464,100
M4465,117
M4466,932
M4467,0
M4468,963
M4469,0
M4470,220
M4471,3000
M4472,66
M4473,0
M4474,969
M4475,0
M4476,0
M4477,0
M4478,0
M4479,0
M4480,381
M4481,1000
M4482,0
M4483,632
M4484,447
M4485,2000
M4486,0
M4487,0
M4488,221
M4489,407
M4490,0
M4491,0
M4492,756
M4493,0
M4494,10000
M4495,0
M4496,0
M4497,19000
M4498,548
M4499,20000
M4500,0
M4501,0
M4502,27
M4503,5000
M4504,87
M4505,754
M4506,75
M4507,480
M4508,636
M4509,204
M4510,161
M4511,238
M4512,0
M4513,477
M4514,479
M4515,242
M4516,0
M4517,0
M4518,954
M4519,241
M4520,51
M4521,131
M4522,0
M4523,0
M4524,51000
M4525,444
M4526,200
M4527,23000
M4528,0
M4529,773
M4530,0
M4531,0
M4532,234
M4533,7000
M4534,328
M4535,13000
M4536,35000
M4537,0
M4538,5000
M4539,24000
M4540,0
M4541,0
M4542,816
M4543,339
M4544,25000
M4545,0
M4546,12000
M4547,0
M4548,365
M4549,0
M4550,624
M4551,0
M4552,12000
M4553,75
M4554,11000
M4555,37000
M4556,0
M4557,392
M4558,10000
M4559,0
M4560,0
M4561,0
M4562,0
M4563,14000
M4564,387
M4565,227
M4566,0
M4567,0
M4568,671
M4569,0
M4570,35000
M4571,603
M4572,100
M4573,92
M4574,0
M4575,0
M4576,571
M4577,166
M4578,115
M4579,24
M4580,0
M4581,0
M4582,11000
M4583,32000
M4584,150
M4585,16000
M4586,20000
M4587,0
M4588,587
M4589,32
M4590,25
M4591,0
