movie_id,cast_set_num,movie_title,director_name,genres,country,title_year,imdb_score,movie_imdb_link
M2110,CS2209,Homefront ,Gary Fleder,Action|Crime|Drama|Thriller,USA,2013,6.5,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1
M2928,CS3027,Act of Valor ,Mike McCoy,Action|Adventure|Drama|Thriller|War,USA,2012,6.5,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1
M3289,CS3388,The Purge: Anarchy ,James DeMonaco,Action|Horror|Sci-Fi|Thriller,USA,2014,6.5,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1
M438,CS537,The Expendables ,Sylvester Stallone,Action|Adventure|Thriller,USA,2010,6.5,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1
M1535,CS1634,Safe ,Boaz Yakin,Action|Crime|Thriller,USA,2012,6.5,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1
M451,CS550,Get Smart ,Peter Segal,Action|Adventure|Comedy,USA,2008,6.5,http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1
M2633,CS2732,Snitch ,Ric Roman Waugh,Action|Drama|Thriller,USA,2013,6.5,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1
M1162,CS1261,Here Comes the Boom ,Frank Coraci,Action|Comedy|Sport,USA,2012,6.5,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1
M2047,CS2146,Faster ,George Tillman Jr.,Action|Crime|Drama|Thriller,USA,2010,6.5,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1
M015,CS114,The Lone Ranger ,Gore Verbinski,Action|Adventure|Western,USA,2013,6.5,http://www.imdb.com/title/tt1210819/?ref_=fn_tt_tt_1
M1910,CS2009,Contraband ,Baltasar Kormákur,Action|Crime|Drama|Thriller,USA,2012,6.5,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1
M1716,CS1815,Dead Man Down ,Niels Arden Oplev,Action|Crime|Drama|Thriller,USA,2013,6.5,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1
M1006,CS1105,The International ,Tom Tykwer,Action|Crime|Drama|Mystery|Thriller,USA,2009,6.5,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1
M993,CS1092,Ninja Assassin ,James McTeigue,Action|Crime|Thriller,USA,2009,6.4,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1
M193,CS292,Salt ,Phillip Noyce,Action|Crime|Mystery|Thriller,USA,2010,6.4,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1
M1361,CS1460,Riddick ,David Twohy,Action|Sci-Fi|Thriller,USA,2013,6.4,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1
M1950,CS2049,The Losers ,Sylvain White,Action|Crime|Drama|Mystery|Thriller,USA,2010,6.4,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1
M564,CS663,Minions ,Kyle Balda,Action|Animation|Comedy|Family|Sci-Fi,USA,2015,6.4,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1
M143,CS242,White House Down ,Roland Emmerich,Action|Drama|Thriller,USA,2013,6.4,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1
M617,CS716,Underworld: Awakening ,Måns Mårlind,Action|Fantasy|Horror,USA,2012,6.4,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1
M117,CS216,Hancock ,Peter Berg,Action|Drama,USA,2008,6.4,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1
M680,CS779,Death Race ,Paul W.S. Anderson,Action|Sci-Fi|Thriller,USA,2008,6.4,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1
M731,CS830,The Scorch Trials ,Wes Ball,Action|Sci-Fi|Thriller,USA,2015,6.4,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1
M1704,CS1803,The Last Stand ,Jee-woon Kim,Action|Crime|Thriller,USA,2013,6.4,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1
M1239,CS1338,Predators ,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,USA,2010,6.4,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1
M2675,CS2774,Keanu ,Peter Atencio,Action|Comedy,USA,2016,6.4,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1
M293,CS392,The Taking of Pelham 1 2 3 ,Tony Scott,Action|Crime|Thriller,USA,2009,6.4,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1
M1136,CS1235,Johnny English Reborn ,Oliver Parker,Action|Adventure|Comedy|Crime,USA,2011,6.3,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1
M054,CS153,Transformers: Dark of the Moon ,Michael Bay,Action|Adventure|Sci-Fi,USA,2011,6.3,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1
M568,CS667,The Angry Birds Movie ,Clay Kaytis,Action|Animation|Comedy|Family,USA,2016,6.3,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1
M154,CS253,Beowulf ,Robert Zemeckis,Action|Adventure|Animation|Fantasy,USA,2007,6.3,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1
M1564,CS1663,Repo Men ,Miguel Sapochnik,Action|Crime|Sci-Fi|Thriller,USA,2010,6.3,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1
M249,CS348,Teenage Mutant Ninja Turtles: Out of the Shadows ,Dave Green,Action|Adventure|Comedy|Sci-Fi,USA,2016,6.3,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
M609,CS708,Dracula Untold ,Gary Shore,Action|Drama|Fantasy|Horror|War,USA,2014,6.3,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1
M235,CS334,Knight and Day ,James Mangold,Action|Comedy|Romance,USA,2010,6.3,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1
M2214,CS2313,Risen ,Kevin Reynolds,Action|Adventure|Drama|Mystery,USA,2016,6.3,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1
M2679,CS2778,The November Man ,Roger Donaldson,Action|Crime|Thriller,USA,2014,6.3,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1
M1952,CS2051,War ,Philip G. Atwell,Action|Crime|Thriller,USA,2007,6.3,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1
M492,CS591,Surrogates ,Jonathan Mostow,Action|Sci-Fi|Thriller,USA,2009,6.3,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1
M2287,CS2386,Triple 9 ,John Hillcoat,Action|Crime|Drama|Thriller,USA,2016,6.3,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1
M675,CS774,This Means War ,McG,Action|Comedy|Romance,USA,2012,6.3,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1
M086,CS185,47 Ronin ,Carl Rinsch,Action|Adventure|Drama|Fantasy,USA,2013,6.3,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1
M3387,CS3486,The Boondock Saints II: All Saints Day ,Troy Duffy,Action|Crime|Thriller,USA,2009,6.3,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1
M761,CS860,Jack Ryan: Shadow Recruit ,Kenneth Branagh,Action|Drama|Thriller,USA,2014,6.2,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1
M1780,CS1879,3 Days to Kill ,McG,Action|Drama|Thriller,USA,2014,6.2,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1
M1887,CS1986,Ride Along ,Tim Story,Action|Comedy|Crime|Romance,USA,2014,6.2,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1
M3930,CS4029,Red State ,Kevin Smith,Action|Crime|Horror|Thriller,USA,2011,6.2,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1
M060,CS159,Rush Hour 3 ,Brett Ratner,Action|Comedy|Crime|Thriller,USA,2007,6.2,http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1
M055,CS154,Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,Action|Adventure|Fantasy,USA,2008,6.2,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1
M262,CS361,300: Rise of an Empire ,Noam Murro,Action|Drama|Fantasy|War,USA,2014,6.2,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1
M3462,CS3561,Spider-Man 3 ,Sam Raimi,Action|Adventure|Romance,USA,2007,6.2,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1
M2837,CS2936,RoboCop ,José Padilha,Action|Crime|Sci-Fi|Thriller,USA,2014,6.2,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
M408,CS507,Tower Heist ,Brett Ratner,Action|Comedy|Crime,USA,2011,6.2,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1
M232,CS331,RoboCop ,José Padilha,Action|Crime|Sci-Fi|Thriller,USA,2014,6.2,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
M2275,CS2374,Crank: High Voltage ,Mark Neveldine,Action|Crime|Sci-Fi|Thriller,USA,2009,6.2,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1
M1550,CS1649,Takers ,John Luessenhop,Action|Crime|Thriller,USA,2010,6.2,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1
M007,CS106,Spider-Man 3 ,Sam Raimi,Action|Adventure|Romance,USA,2007,6.2,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1
M1479,CS1578,Parker ,Taylor Hackford,Action|Crime|Romance|Thriller,USA,2013,6.2,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1
M4143,CS4242,Chicago Overcoat ,Brian Caunter,Action|Adventure|Crime|Drama,USA,2009,6.2,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1
M082,CS181,Snow White and the Huntsman ,Rupert Sanders,Action|Adventure|Drama|Fantasy,USA,2012,6.1,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1
M105,CS204,The Sorcerer's Apprentice ,Jon Turteltaub,Action|Adventure|Family|Fantasy,USA,2010,6.1,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1
M233,CS332,Speed Racer ,Lana Wachowski,Action|Family|Sport,USA,2008,6.1,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1
M245,CS344,The Huntsman: Winter's War ,Cedric Nicolas-Troyan,Action|Adventure|Drama|Fantasy,USA,2016,6.1,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1
M252,CS351,San Andreas ,Brad Peyton,Action|Adventure|Drama|Thriller,USA,2015,6.1,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1
M318,CS417,The Expendables 3 ,Patrick Hughes,Action|Adventure|Thriller,USA,2014,6.1,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1
M433,CS532,Jumper ,Doug Liman,Action|Adventure|Sci-Fi|Thriller,USA,2008,6.1,http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1
M555,CS654,Immortals ,Tarsem Singh,Action|Drama|Fantasy|Romance,USA,2011,6.1,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1
M565,CS664,Sucker Punch ,Zack Snyder,Action|Fantasy,USA,2011,6.1,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1
M969,CS1068,I Am Number Four ,D.J. Caruso,Action|Adventure|Sci-Fi|Thriller,USA,2011,6.1,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1
M1464,CS1563,Heist ,Scott Mann,Action|Crime|Thriller,USA,2015,6.1,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1
M2121,CS2220,Hit and Run ,David Palmer,Action|Comedy|Romance,USA,2012,6.1,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1
M3177,CS3276,The Collection ,Marcus Dunstan,Action|Horror|Thriller,USA,2012,6.1,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1
M3318,CS3417,Heist ,Scott Mann,Action|Crime|Thriller,USA,2015,6.1,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1
M1129,CS1228,Miracle at St. Anna ,Spike Lee,Action|Crime|Drama|Thriller|War,USA,2008,6,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1
M037,CS136,Transformers: Revenge of the Fallen ,Michael Bay,Action|Adventure|Sci-Fi,USA,2009,6,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1
M785,CS884,Righteous Kill ,Jon Avnet,Action|Crime|Drama|Mystery|Thriller,USA,2008,6,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1
M3540,CS3639,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,Richard Rich,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,USA,2014,6,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1
M3171,CS3270,The Tourist ,Florian Henckel von Donnersmarck,Action|Romance|Thriller,USA,2010,6,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1
M502,CS601,The Last Witch Hunter ,Breck Eisner,Action|Adventure|Fantasy,USA,2015,6,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1
M315,CS414,Hercules ,Brett Ratner,Action|Adventure,USA,2014,6,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1
M306,CS405,The Tourist ,Florian Henckel von Donnersmarck,Action|Romance|Thriller,USA,2010,6,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1
M591,CS690,Hercules ,Brett Ratner,Action|Adventure,USA,2014,6,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1
M1495,CS1594,Punisher: War Zone ,Lexi Alexander,Action|Crime|Drama|Thriller,USA,2008,6,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1
M1211,CS1310,Ride Along 2 ,Tim Story,Action|Comedy,USA,2016,5.9,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1
M644,CS743,Abraham Lincoln: Vampire Hunter ,Timur Bekmambetov,Action|Fantasy|Horror,USA,2012,5.9,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1
M1003,CS1102,The Host ,Andrew Niccol,Action|Adventure|Romance|Sci-Fi|Thriller,USA,2013,5.9,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1
M714,CS813,Wild Hogs ,Walt Becker,Action|Adventure|Comedy,USA,2007,5.9,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1
M246,CS345,Teenage Mutant Ninja Turtles ,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,USA,2014,5.9,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
M2821,CS2920,Teenage Mutant Ninja Turtles ,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,USA,2014,5.9,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
M3425,CS3524,The Death and Life of Bobby Z ,John Herzfeld,Action|Crime|Thriller,USA,2007,5.9,http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1
M4076,CS4175,Next Day Air ,Benny Boom,Action|Comedy|Crime,USA,2009,5.9,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1
M826,CS925,Red Tails ,Anthony Hemingway,Action|Adventure|Drama|History|War,USA,2012,5.9,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1
M029,CS128,Battleship ,Peter Berg,Action|Adventure|Sci-Fi|Thriller,USA,2012,5.9,http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1
M1305,CS1404,Cirque du Freak: The Vampire's Assistant ,Paul Weitz,Action|Adventure|Fantasy|Thriller,USA,2009,5.9,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1
M265,CS364,Allegiant ,Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,USA,2016,5.8,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1
M061,CS160,2012 ,Roland Emmerich,Action|Adventure|Sci-Fi,USA,2009,5.8,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1
M078,CS177,G.I. Joe: The Rise of Cobra ,Stephen Sommers,Action|Adventure|Sci-Fi|Thriller,USA,2009,5.8,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1
M1078,CS1177,Journey to the Center of the Earth ,Eric Brevig,Action|Adventure|Family|Fantasy|Sci-Fi,USA,2008,5.8,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1
M134,CS233,Wrath of the Titans ,Jonathan Liebesman,Action|Adventure|Fantasy,USA,2012,5.8,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1
M4135,CS4234,Never Back Down 2: The Beatdown ,Michael Jai White,Action|Drama|Sport,USA,2011,5.8,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1
M1318,CS1417,The Gunman ,Pierre Morel,Action|Crime|Drama|Mystery|Thriller,USA,2015,5.8,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1
M1027,CS1126,Gamer ,Mark Neveldine,Action|Sci-Fi|Thriller,USA,2009,5.8,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1
M981,CS1080,Into the Storm ,Steven Quale,Action|Thriller,USA,2014,5.8,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1
M3873,CS3972,Falcon Rising ,Ernie Barbarash,Action|Adventure,USA,2014,5.8,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1
M169,CS268,G.I. Joe: Retaliation ,Jon M. Chu,Action|Adventure|Sci-Fi|Thriller,USA,2013,5.8,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1
M1790,CS1889,Pride and Prejudice and Zombies ,Burr Steers,Action|Horror|Romance,USA,2016,5.8,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1
M194,CS293,Noah ,Darren Aronofsky,Action|Adventure|Drama,USA,2014,5.8,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1
M602,CS701,Battle Los Angeles ,Jonathan Liebesman,Action|Sci-Fi,USA,2011,5.8,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1
M214,CS313,Clash of the Titans ,Louis Leterrier,Action|Adventure|Fantasy,USA,2010,5.8,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
M511,CS610,Journey 2: The Mysterious Island ,Brad Peyton,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,USA,2012,5.8,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1
M1987,CS2086,Straw Dogs ,Rod Lurie,Action|Drama|Thriller,USA,2011,5.8,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1
M2023,CS2122,Jane Got a Gun ,Gavin O'Connor,Action|Drama|Western,USA,2016,5.8,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1
M2651,CS2750,Clash of the Titans ,Louis Leterrier,Action|Adventure|Fantasy,USA,2010,5.8,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
M260,CS359,The Green Hornet ,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,USA,2011,5.8,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1
M5013,CS5112,Sabotage ,David Ayer,Action|Crime|Drama|Thriller,USA,2014,5.7,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1
M3218,CS3317,"War, Inc. ",Joshua Seftel,Action|Comedy|Thriller,USA,2008,5.7,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1
M038,CS137,Transformers: Age of Extinction ,Michael Bay,Action|Adventure|Sci-Fi,USA,2014,5.7,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1
M2270,CS2369,Armored ,Nimród Antal,Action|Crime|Thriller,USA,2009,5.7,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1
M872,CS971,The Watch ,Akiva Schaffer,Action|Comedy|Sci-Fi,USA,2012,5.7,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1
M792,CS891,Priest ,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,USA,2011,5.7,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1
M895,CS994,Bullet to the Head ,Walter Hill,Action|Thriller,USA,2012,5.7,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1
M960,CS1059,Race to Witch Mountain ,Andy Fickman,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,USA,2009,5.7,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1
M2768,CS2867,Broken Horses ,Vidhu Vinod Chopra,Action|Crime|Drama|Mystery|Thriller,USA,2015,5.7,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1
M4010,CS4109,The Watch ,Akiva Schaffer,Action|Comedy|Sci-Fi,USA,2012,5.7,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1
M1493,CS1592,Sabotage ,David Ayer,Action|Crime|Drama|Thriller,USA,2014,5.7,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1
M204,CS303,R.I.P.D. ,Robert Schwentke,Action|Comedy|Fantasy,USA,2013,5.6,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
M373,CS472,Pixels ,Chris Columbus,Action|Animation|Comedy|Sci-Fi,USA,2015,5.6,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1
M4593,CS4692,Hardflip ,Johnny Remo,Action|Drama,USA,2012,5.6,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1
M2282,CS2381,12 Rounds ,Renny Harlin,Action|Crime|Thriller,USA,2009,5.6,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1
M043,CS142,Green Lantern ,Martin Campbell,Action|Adventure|Sci-Fi,USA,2011,5.6,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1
M569,CS668,Fool's Gold ,Andy Tennant,Action|Adventure|Comedy|Romance|Thriller,USA,2008,5.6,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1
M1376,CS1475,Cop Out ,Kevin Smith,Action|Comedy|Crime,USA,2010,5.6,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1
M223,CS322,Fantastic 4: Rise of the Silver Surfer ,Tim Story,Action|Adventure|Sci-Fi|Thriller,USA,2007,5.6,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1
M2353,CS2452,Survivor ,James McTeigue,Action|Crime|Thriller,USA,2015,5.6,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1
M1726,CS1825,Wild Card ,Simon West,Action|Crime|Drama|Thriller,USA,2015,5.6,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1
M1033,CS1132,Drive Angry ,Patrick Lussier,Action|Fantasy|Thriller,USA,2011,5.5,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1
M1490,CS1589,Whiteout ,Dominic Sena,Action|Crime|Mystery|Thriller,USA,2009,5.5,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1
M1517,CS1616,Stolen ,Simon West,Action|Crime|Drama|Thriller,USA,2012,5.5,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1
M1583,CS1682,Ghostbusters ,Paul Feig,Action|Comedy|Fantasy|Sci-Fi,USA,2016,5.5,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1
M372,CS471,You Don't Mess with the Zohan ,Dennis Dugan,Action|Comedy,USA,2008,5.5,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1
M342,CS441,Seventh Son ,Sergey Bodrov,Action|Adventure|Fantasy,USA,2014,5.5,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1
M3168,CS3267,MacGruber ,Jorma Taccone,Action|Comedy|Romance,USA,2010,5.5,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1
M164,CS263,Gods of Egypt ,Alex Proyas,Action|Adventure|Fantasy,USA,2016,5.5,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1
M151,CS250,Ghostbusters ,Paul Feig,Action|Comedy|Fantasy|Sci-Fi,USA,2016,5.5,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1
M4423,CS4522,Unsullied ,Simeon Rice,Action|Horror|Thriller,USA,2014,5.5,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1
M093,CS192,Independence Day: Resurgence ,Roland Emmerich,Action|Adventure|Sci-Fi,USA,2016,5.5,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1
M1140,CS1239,The Bounty Hunter ,Andy Tennant,Action|Comedy|Romance,USA,2010,5.5,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1
M2698,CS2797,The Man with the Iron Fists ,RZA,Action,USA,2012,5.4,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1
M3650,CS3749,The Hit List ,William Kaufman,Action|Thriller,USA,2011,5.4,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1
M1131,CS1230,Bangkok Dangerous ,Danny Pang,Action|Crime|Thriller,USA,2008,5.4,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1
M063,CS162,Jupiter Ascending ,Lana Wachowski,Action|Adventure|Sci-Fi,USA,2015,5.4,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1
M548,CS647,Killers ,Robert Luketic,Action|Comedy|Romance|Thriller,USA,2010,5.4,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1
M1786,CS1885,The Spy Next Door ,Brian Levant,Action|Comedy|Family,USA,2010,5.4,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1
M144,CS243,Mars Needs Moms ,Simon Wells,Action|Adventure|Animation|Comedy|Family|Sci-Fi,USA,2011,5.4,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1
M626,CS725,Blackhat ,Michael Mann,Action|Crime|Drama|Mystery|Thriller,USA,2015,5.4,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1
M4021,CS4120,Wicked Blood ,Mark Young,Action|Crime|Drama|Thriller,USA,2014,5.4,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1
M3273,CS3372,Into the Grizzly Maze ,David Hackl,Action|Horror|Thriller,USA,2015,5.3,http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1
M348,CS447,A Good Day to Die Hard ,John Moore,Action|Thriller,USA,2013,5.3,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1
M319,CS418,Point Break ,Ericson Core,Action|Crime|Sport|Thriller,USA,2015,5.3,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1
