movie_id,movie_title,director_name,content_rating,title_year,budget,gross,imdb_score
M3425,The Death and Life of Bobby Z ,John Herzfeld,R,2007,22000000,,5.9
M3427,Swelter ,Keith Parmer,R,2014,8000000,,4.6
M3434,Code of Honor ,Michael Winnick,R,2016,8000000,,4.2
M3462,Spider-Man 3 ,Sam Raimi,PG-13,2007,258000000,336530303,6.2
M3540,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,Richard Rich,,2014,7000000,,6
M3542,Stargate: The Ark of Truth ,Robert C. Cooper,,2008,,,7.4
M3650,The Hit List ,William Kaufman,R,2011,6000000,,5.4
M3688,Salvation Boulevard ,George Ratliff,R,2011,9000000,27445,5.3
M3751,No Escape ,John Erick Dowdle,R,2015,5000000,27285953,6.8
M3819,Navy Seals vs. Zombies ,Stanton Barrett,,2015,,,3.4
M3873,Falcon Rising ,Ernie Barbarash,R,2014,4500000,8691,5.8
M3930,Red State ,Kevin Smith,R,2011,4000000,,6.2
M3987,Chain of Command ,Kevin Carraway,R,2015,5000000,,3.5
M4010,The Watch ,Akiva Schaffer,R,2012,68000000,34350553,5.7
M4018,"Batman: The Dark Knight Returns, Part 2 ",Jay Oliva,PG-13,2013,3500000,,8.4
M4021,Wicked Blood ,Mark Young,Not Rated,2014,3500000,,5.4
M4076,Next Day Air ,Benny Boom,R,2009,3000000,10017041,5.9
M4135,Never Back Down 2: The Beatdown ,Michael Jai White,R,2011,3000000,,5.8
M4143,Chicago Overcoat ,Brian Caunter,R,2009,3000000,,6.2
M4147,Close Range ,Isaac Florentine,,2015,3000000,,4.9
M4154,Unnatural ,Hank Braxtan,R,2015,3000000,,4
M4327,Rockaway ,Jeff Crook,R,2007,2000000,,4.6
M4340,The Legend of Hell's Gate: An American Conspiracy ,Tanner Beard,PG-13,2011,2000000,,4.4
M4346,The Marine 4: Moving Target ,William Kaufman,R,2015,1950000,,5.2
M4410,Kickboxer: Vengeance ,John Stockwell,,2016,17000000,,9.1
M4423,Unsullied ,Simeon Rice,R,2014,1500000,,5.5
M4446,Checkmate ,Timothy Woodward Jr.,,2015,1500000,,3.1
M4447,Jack Reacher ,Christopher McQuarrie,PG-13,2012,60000000,80033643,7
M4449,Wind Walkers ,Russell Friedenberg,R,2015,2000000,,3.6
M4488,The Algerian ,Giovanni Zelko,,2014,1300000,,7.6
M4525,The Dead Undead ,Matthew R. Anderson,R,2010,1100000,,3
M4593,Hardflip ,Johnny Remo,PG-13,2012,1000000,96734,5.6
M4630,Zombie Hunter ,K. King,Not Rated,2013,1000000,,3.5
M4650,Snitch ,Ric Roman Waugh,PG-13,2013,15000000,42919096,6.5
M4658,American Hero ,Nick Love,,2015,990000,,4.9
M4677,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Matt Maiellaro,R,2007,750000,5518918,6.9
M4691,Destiny ,Joseph Kosinski,,2014,,,8.1
M4717,Light from the Darkroom ,Lance McDaniel,PG-13,2014,600000,,8
M4769,Subconscious ,Georgia Hilton,R,2015,,,2.2
M4773,Fight to the Finish ,Warren Sheppard,PG-13,2016,150000,,4
M4777,Born to Fly: Elizabeth Streb vs. Gravity ,Catherine Gund,,2014,500000,21199,6.8
M4783,Diamond Ruff ,Alec Asten,R,2015,500000,,4.3
M4842,Royal Kill ,Babar Ahmed,PG-13,2009,350000,,3.2
M4855,Death Calls ,Ken Del Conte,R,2010,290000,,4.3
M4860,Amidst the Devil's Wings ,Daniel Columbie,,2014,300000,,4.3
M4877,Ink ,Jamin Winans,,2009,,,7
M4936,Heroes of Dirt ,Eric Bugbee,PG-13,2015,,,7.1
M4969,Echo Dr. ,Patrick Ryan Sims,,2013,100000,,3.6
M4977,Queen Crab ,Brett Piper,,2015,75000,,4.5
M5013,Sabotage ,David Ayer,R,2014,35000000,10499968,5.7
