Movie ID,movie_title,director_name,num_voted_users,num_critic_for_reviews,imdb_score,movie_imdb_link
M873,The Hunted ,William Friedkin,35830,135,6,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1
M874,Instinct ,Jon Turteltaub,27191,100,6.5,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1
M875,Stuck on You ,Bobby Farrelly,44453,123,5.8,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1
M876,Semi-Pro ,Kent Alterman,67005,164,5.8,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1
M877,The Pirates! Band of Misfits ,Peter Lord,36877,238,6.7,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1
M878,Changeling ,Clint Eastwood,199056,264,7.8,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1
M879,Chain Reaction ,Andrew Davis,40346,47,5.6,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1
M880,The Fan ,Tony Scott,38533,50,5.8,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1
M881,The Phantom of the Opera ,Joel Schumacher,96654,153,7.4,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1
M882,Elizabeth: The Golden Age ,Shekhar Kapur,54787,202,6.9,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1
M883,Æon Flux ,Karyn Kusama,110614,178,5.5,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1
M884,Gods and Generals ,Ron Maxwell,13215,84,6.3,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1
M885,Turbulence ,Robert Butler,8983,44,4.7,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1
M886,Imagine That ,Karey Kirkpatrick,10417,93,5.6,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1
M887,Muppets Most Wanted ,James Bobin,24285,277,6.4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1
M888,Thunderbirds ,Jonathan Frakes,11148,76,4.2,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1
M889,Burlesque ,Steve Antin,61680,197,6.4,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1
M890,A Very Long Engagement ,Jean-Pierre Jeunet,62607,186,7.7,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1
M891,Lolita ,Stanley Kubrick,67822,103,7.7,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1
M892,Eye See You ,Jim Gillespie,19706,66,5.3,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1
M893,Blade II ,Guillermo del Toro,158267,224,6.7,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1
M894,Seven Pounds ,Gabriele Muccino,232710,202,7.7,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1
M895,Bullet to the Head ,Walter Hill,39247,279,5.7,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1
M896,The Godfather: Part III ,Francis Ford Coppola,267980,110,7.6,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1
M897,Elizabethtown ,Cameron Crowe,58658,190,6.4,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1
M898,"You, Me and Dupree ",Anthony Russo,68417,136,5.6,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1
M899,Superman II ,Richard Lester,76331,121,6.8,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1
M900,Gigli ,Martin Brest,41620,131,2.4,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1
M901,All the King's Men ,Steven Zaillian,20740,127,6.2,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1
M902,Shaft ,John Singleton,58416,160,5.9,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1
M903,Anastasia ,Don Bluth,86347,78,7.1,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1
M904,Moulin Rouge! ,Baz Luhrmann,224013,209,7.6,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1
M905,Domestic Disturbance ,Harold Becker,21283,98,5.5,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1
M906,Black Mass ,Scott Cooper,115216,391,7,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1
M907,Flags of Our Fathers ,Clint Eastwood,101221,279,7.1,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1
M908,Law Abiding Citizen ,F. Gary Gray,217480,216,7.4,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1
M909,Grindhouse ,Robert Rodriguez,155496,250,7.6,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1
M910,Beloved ,Jonathan Demme,6082,78,5.9,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1
M911,Lucky You ,Curtis Hanson,18310,106,5.9,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1
M912,Catch Me If You Can ,Steven Spielberg,525801,194,8,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1
M913,Zero Dark Thirty ,Kathryn Bigelow,216032,558,7.4,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1
M914,The Break-Up ,Peyton Reed,102167,183,5.8,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1
M915,Mamma Mia! ,Phyllida Lloyd,145974,238,6.3,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1
M916,Valentine's Day ,Garry Marshall,95437,186,5.7,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1
M917,The Dukes of Hazzard ,Jay Chandrasekhar,66382,144,5.1,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1
M918,The Thin Red Line ,Terrence Malick,138941,156,7.6,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1
M919,The Change-Up ,David Dobkin,136680,215,6.4,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1
M920,Man on the Moon ,Milos Forman,100743,140,7.4,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1
M921,Casino ,Martin Scorsese,333542,133,8.2,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1
M922,From Paris with Love ,Pierre Morel,97775,203,6.5,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1
M923,Bulletproof Monk ,Paul Hunter,42324,127,5.5,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1
M924,"Me, Myself & Irene ",Bobby Farrelly,185878,155,6.5,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1
M925,Barnyard ,Steve Oedekerk,21396,98,5.6,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1
M926,Deck the Halls ,John Whitesell,15740,71,4.9,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1
M927,The Twilight Saga: New Moon ,Chris Weitz,220758,299,4.6,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1
M928,Shrek ,Andrew Adamson,467113,212,7.9,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1
M929,The Adjustment Bureau ,George Nolfi,200035,413,7.1,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1
M930,Robin Hood: Prince of Thieves ,Kevin Reynolds,145257,67,6.9,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1
M931,Jerry Maguire ,Cameron Crowe,189923,109,7.3,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1
M932,Ted ,Seth MacFarlane,471644,457,7,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1
M933,As Good as It Gets ,James L. Brooks,224671,156,7.7,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1
M934,Patch Adams ,Tom Shadyac,80580,55,6.7,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1
M935,Anchorman 2: The Legend Continues ,Adam McKay,131227,272,6.3,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1
M936,Mr. Deeds ,Steven Brill,110432,117,5.8,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1
M937,Super 8 ,J.J. Abrams,287822,539,7.1,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1
M938,Erin Brockovich ,Steven Soderbergh,135246,169,7.3,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1
M939,How to Lose a Guy in 10 Days ,Donald Petrie,156717,140,6.4,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1
M940,22 Jump Street ,Phil Lord,258186,330,7.1,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1
M941,Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,239752,120,7.6,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1
M942,Yes Man ,Peyton Reed,271691,190,6.8,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1
M943,Central Intelligence ,Rawson Marshall Thurber,33354,177,6.6,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1
M944,Stepmom ,Chris Columbus,46482,65,6.7,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1
M945,Daddy's Home ,Sean Anders,54010,145,6.1,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1
M946,Into the Woods ,Rob Marshall,101178,321,6,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1
M947,Inside Man ,Spike Lee,273108,230,7.6,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1
M948,Payback ,Brian Helgeland,111368,143,7.1,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1
M949,Congo ,Frank Marshall,34471,55,5,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1
M950,We Bought a Zoo ,Cameron Crowe,111003,257,7.1,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1
M951,Knowing ,Alex Proyas,186879,279,6.2,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1
M952,Failure to Launch ,Tom Dey,58412,143,5.6,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1
M953,The Ring Two ,Hideo Nakata,71153,196,5.4,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1
M954,"Crazy, Stupid, Love. ",Glenn Ficarra,375456,310,7.4,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1
M955,Garfield ,Peter Hewitt,58961,116,5,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1
M956,Christmas with the Kranks ,Joe Roth,27548,105,5.2,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1
M957,Moneyball ,Bennett Miller,283563,419,7.6,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1
M958,Outbreak ,Wolfgang Petersen,91176,64,6.6,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1
M959,Non-Stop ,Jaume Collet-Serra,200647,359,7,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1
M960,Race to Witch Mountain ,Andy Fickman,43328,166,5.7,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1
M961,V for Vendetta ,James McTeigue,791783,525,8.2,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1
M962,Shanghai Knights ,David Dobkin,81444,165,6.2,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1
M963,Unforgotten             ,,1824,2,7.9,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1
M964,Curious George ,Matthew O'Callaghan,12845,87,6.6,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1
M965,Herbie Fully Loaded ,Angela Robinson,36431,117,4.7,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1
M966,Don't Say a Word ,Gary Fleder,40362,113,6.3,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1
M967,Hansel & Gretel: Witch Hunters ,Tommy Wirkola,159868,349,6.1,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1
M968,Unfaithful ,Adrian Lyne,63067,152,6.7,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1
M969,I Am Number Four ,D.J. Caruso,195043,288,6.1,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1
M970,Syriana ,Stephen Gaghan,109188,358,7,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1
M971,13 Hours ,Michael Bay,47764,204,7.4,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1
M972,The Book of Life ,Jorge R. Gutiérrez,45580,156,7.3,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1
M973,Firewall ,Richard Loncraine,50170,171,5.8,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1
M974,Absolute Power ,Clint Eastwood,39529,76,6.7,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1
M975,G.I. Jane ,Ridley Scott,60326,97,5.8,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1
M976,The Game ,David Fincher,261069,157,7.8,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1
M977,Silent Hill ,Christophe Gans,172792,267,6.6,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1
M978,The Replacements ,Howard Deutch,48322,118,6.5,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1
M979,American Reunion ,Jon Hurwitz,172112,291,6.7,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1
M980,The Negotiator ,F. Gary Gray,107227,68,7.3,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1
M981,Into the Storm ,Steven Quale,54101,228,5.8,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1
M982,Beverly Hills Cop III ,John Landis,60293,36,5.5,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1
M983,Gremlins 2: The New Batch ,Joe Dante,68428,105,6.3,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1
M984,The Judge ,David Dobkin,136973,276,7.4,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1
M985,The Peacemaker ,Mimi Leder,46451,93,5.9,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1
M986,Resident Evil: Apocalypse ,Alexander Witt,151580,191,6.2,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1
M987,Bridget Jones: The Edge of Reason ,Beeban Kidron,74315,143,5.9,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1
M988,Out of Time ,Carl Franklin,45895,124,6.5,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1
M989,On Deadly Ground ,Steven Seagal,17997,47,4.4,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1
M990,The Adventures of Sharkboy and Lavagirl 3-D ,Robert Rodriguez,20310,66,3.5,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1
M991,The Beach ,Danny Boyle,176169,118,6.6,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1
M992,Raising Helen ,Garry Marshall,30890,93,6,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1
M993,Ninja Assassin ,James McTeigue,58349,235,6.4,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1
M994,For Love of the Game ,Sam Raimi,26034,113,6.5,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1
M995,A Touch of Frost             ,,4438,14,7.8,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1
M996,Striptease ,Andrew Bergman,34896,51,4.3,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1
M997,Marmaduke ,Tom Dey,11257,98,4.2,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1
M998,Hereafter ,Clint Eastwood,80140,315,6.5,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1
M999,Murder by Numbers ,Barbet Schroeder,43574,136,6.1,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1
M1000,Assassins ,Richard Donner,62981,61,6.3,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1
M1001,Hannibal Rising ,Peter Webber,86374,209,6.2,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1
M1002,The Story of Us ,Rob Reiner,18404,99,5.9,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1
M1003,The Host ,Andrew Niccol,92461,298,5.9,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1
M1004,Basic ,John McTiernan,49926,131,6.5,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1
M1005,Blood Work ,Clint Eastwood,34356,146,6.4,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1
M1006,The International ,Tom Tykwer,80196,245,6.5,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1
M1007,Escape from L.A. ,John Carpenter,54021,104,5.7,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1
M1008,Twisted             ,,7945,4,7.5,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1
M1009,The Iron Giant ,Brad Bird,128455,162,8,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1
M1010,The Life Aquatic with Steve Zissou ,Wes Anderson,139535,259,7.3,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1
M1011,Free State of Jones ,Gary Ross,3077,79,6.7,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1
M1012,The Life of David Gale ,Alan Parker,88270,141,7.5,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1
M1013,Man of the House ,Stephen Herek,19829,59,5.4,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1
M1014,Run All Night ,Jaume Collet-Serra,76010,236,6.6,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1
M1015,Eastern Promises ,David Cronenberg,189249,356,7.7,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1
M1016,Into the Blue ,John Stockwell,63599,120,5.8,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1
M1017,The Messenger: The Story of Joan of Arc ,Luc Besson,55889,111,6.4,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1
M1018,Your Highness ,David Gordon Green,85237,208,5.6,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1
M1019,Dream House ,Jim Sheridan,46239,174,6,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1
M1020,Mad City ,Costa-Gavras,16562,59,6.2,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1
M1021,Baby's Day Out ,Patrick Read Johnson,33186,22,5.9,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1
M1022,The Scarlet Letter ,Roland Joffé,12037,34,5.1,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1
M1023,Fair Game ,Doug Liman,38513,214,6.8,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1
M1024,Defiance             ,,33535,28,7,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1
M1025,Domino ,Tony Scott,58015,186,6,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1
M1026,Jade ,William Friedkin,9227,50,5.1,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1
M1027,Gamer ,Mark Neveldine,113483,180,5.8,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1
M1028,Beautiful Creatures ,Richard LaGravenese,67796,231,6.2,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1
M1029,Death to Smoochy ,Danny DeVito,34730,105,6.4,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1
M1030,Zoolander 2 ,Ben Stiller,34964,226,4.8,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1
M1031,The Big Bounce ,George Armitage,15880,75,4.9,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1
M1032,What Planet Are You From? ,Mike Nichols,8070,82,5.6,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1
M1033,Drive Angry ,Patrick Lussier,81800,296,5.5,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1
M1034,Street Fighter: The Legend of Chun-Li ,Andrzej Bartkowiak,19824,103,3.7,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1
M1035,The One ,James Wong,77684,98,5.9,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1
M1036,Outlander             ,,50391,30,8.5,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1
M1037,The Adventures of Ford Fairlane ,Renny Harlin,14429,48,6.3,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1
M1038,Pirate Radio ,Richard Curtis,90932,195,7.4,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1
M1039,Traffic ,Steven Soderbergh,170684,223,7.6,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1
M1040,Indiana Jones and the Last Crusade ,Steven Spielberg,515306,149,8.3,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1
M1041,Anna Karenina ,Joe Wright,70886,324,6.6,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
M1042,Chappie ,Neill Blomkamp,172965,371,6.9,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1
M1043,The Bone Collector ,Phillip Noyce,120202,75,6.7,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1
M1044,Panic Room ,David Fincher,206104,233,6.8,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1
M1045,The Tooth Fairy ,Chuck Bowman,1263,32,4.6,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1
M1046,Three Kings ,David O. Russell,137854,150,7.1,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1
M1047,Child 44 ,Daniel Espinosa,40568,172,6.4,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1
M1048,Rat Race ,Jerry Zucker,93367,103,6.4,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1
M1049,K-PAX ,Iain Softley,148490,140,7.4,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1
M1050,Kate & Leopold ,James Mangold,64595,125,6.4,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1
M1051,Bedazzled ,Harold Ramis,81888,125,6,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1
M1052,The Cotton Club ,Francis Ford Coppola,12771,36,6.5,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1
M1053,3:10 to Yuma ,James Mangold,237872,295,7.8,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1
M1054,Taken 3 ,Olivier Megaton,133436,222,6,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1
M1055,Out of Sight ,Steven Soderbergh,71708,158,7,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1
M1056,The Cable Guy ,Ben Stiller,122347,72,6,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1
M1057,Earth ,Deepa Mehta,5639,34,7.8,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1
M1058,Dick Tracy ,Warren Beatty,47819,72,6.1,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1
M1059,The Thomas Crown Affair ,John McTiernan,73068,152,6.8,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1
M1060,Riding in Cars with Boys ,Penny Marshall,22447,89,6.4,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1
M1061,First Blood ,Ted Kotcheff,172489,145,7.7,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1
M1062,Solaris ,Andrei Tarkovsky,54057,144,8.1,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1
M1063,Happily N'Ever After ,Paul Bolger,8693,93,4.5,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1
M1064,Mary Reilly ,Stephen Frears,11913,46,5.8,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1
M1065,My Best Friend's Wedding ,P.J. Hogan,98199,84,6.3,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1
M1066,America's Sweethearts ,Joe Roth,47573,142,5.7,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1
M1067,Insomnia ,Christopher Nolan,218771,185,7.2,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1
M1068,Star Trek: First Contact ,Jonathan Frakes,97838,143,7.6,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1
M1069,Jonah Hex ,Jimmy Hayward,45729,178,4.7,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1
M1070,Courage Under Fire ,Edward Zwick,40126,65,6.6,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1
M1071,Liar Liar ,Tom Shadyac,220392,73,6.8,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1
M1072,The Infiltrator ,Brad Furman,2581,72,7.3,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1
M1073,Inchon ,Terence Young,491,10,2.7,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1
M1074,The Flintstones ,Brian Levant,60884,35,4.8,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1
M1075,Taken 2 ,Olivier Megaton,238671,358,6.3,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1
M1076,Scary Movie 3 ,David Zucker,111526,151,5.5,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1
M1077,Miss Congeniality ,Donald Petrie,137377,140,6.2,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1
M1078,Journey to the Center of the Earth ,Eric Brevig,85323,201,5.8,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1
M1079,The Princess Diaries 2: Royal Engagement ,Garry Marshall,53687,77,5.7,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1
M1080,The Pelican Brief ,Alan J. Pakula,59569,43,6.5,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1
M1081,The Client ,Joel Schumacher,45798,39,6.7,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1
M1082,The Bucket List ,Rob Reiner,184795,207,7.4,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1
M1083,Patriot Games ,Phillip Noyce,81442,47,6.9,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1
M1084,Monster-in-Law ,Robert Luketic,43358,132,5.5,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1
