Movie ID,budget,gross
M1274,40000000,29077547
M1275,40000000,29374178
M1276,40000000,28535768
M1277,40000000,27663982
M1278,40000000,27053815
M1279,35000000,26814957
M1280,40000000,25178165
M1281,40000000,25117498
M1282,500000,32645
M1283,40000000,24332324
M1284,40000000,36665854
M1285,40000000,22717758
M1286,60000000,22433915
M1287,60000000,22326247
M1288,40000000,21176322
M1289,40000000,20300000
M1290,45000000,20302961
M1291,40000000,15962471
M1292,40000000,14942422
M1293,40000000,14967182
M1294,45000000,18996755
M1295,51000000,14375181
M1296,40000000,20999103
M1297,40000000,14448589
M1298,40000000,14358033
M1299,77000000,33201661
M1300,30000000,14018364
M1301,60000000,13395939
M1302,40000000,20113965
M1303,40000000,13376506
M1304,42000000,13208023
M1305,40000000,13838130
M1306,40000000,5773519
M1307,40000000,9652000
M1308,,12081447
M1309,36000000,7000000
M1310,24000000,10431220
M1311,33000000,10326062
M1312,40000000,6114237
M1313,40000000,4835968
M1314,40000000,4777007
M1315,26000000,3675072
M1316,40000000,18438149
M1317,40000000,511920
M1318,40000000,10640645
M1319,40000000,652526
M1320,20000000,80050171
M1321,20000000,7564000
M1322,25000000,876671
M1323,30000000,2869369
M1324,40000000,128978
M1325,25000000,77231
M1326,39200000,4563029
M1327,25000000,
M1328,,463730
M1329,23000000,50693162
M1330,18026148,6498000
M1331,39000000,63411478
M1332,,42640890
M1333,38000000,144512310
M1334,39000000,35287788
M1335,40000000,25335935
M1336,39000000,5881504
M1337,39000000,60000000
M1338,40000000,29802761
M1339,553632000,626809
M1340,38000000,127214072
M1341,38000000,88915214
M1342,39000000,30400000
M1343,38000000,85570368
M1344,35000000,75668868
M1345,38600000,6594136
M1346,38000000,58700247
M1347,,
M1348,40000000,
M1349,38000000,50668906
M1350,38000000,39177215
M1351,35000000,40334024
M1352,30000000,71038190
M1353,38000000,24044532
M1354,38000000,22770864
M1355,38000000,18653746
M1356,38000000,17305211
M1357,57000000,16991902
M1358,10000000,47536959
M1359,38000000,10300000
M1360,15000000,13782838
M1361,38000000,41997790
M1362,37000000,6482195
M1363,38000000,623374
M1364,55000000,7871693
M1365,32000000,16377274
M1366,38000000,
M1367,40000000,9589875
M1368,38000000,34912982
M1369,35000000,109712885
M1370,37000000,92173235
M1371,40000000,41102171
M1372,37000000,60338891
M1373,37000000,48006503
M1374,38000000,26903709
M1375,37000000,22450975
M1376,37000000,44867349
M1377,38000000,46813366
M1378,37000000,72279690
M1379,37000000,191449475
M1380,36000000,71026631
M1381,65000000,68208190
M1382,37000000,150368971
M1383,29500000,
M1384,36000000,50129186
M1385,36000000,55500000
M1386,36000000,50213619
M1387,36000000,42019483
M1388,34000000,23360779
M1389,36000000,26183197
M1390,37000000,20991497
M1391,36000000,13052741
M1392,36000000,14378353
M1393,37000000,33037754
M1394,36000000,12339633
M1395,36000000,2954405
M1396,37000000,30105968
M1397,35200000,37788228
M1398,35000000,277313371
M1399,36000000,2126511
M1400,33000000,205399422
M1401,35000000,251188924
M1402,36000000,1068392
M1403,35000000,144731527
M1404,29000000,255950375
M1405,,
M1406,35000000,112692062
M1407,35000000,117528646
M1408,38000000,171031347
M1409,35000000,124732962
M1410,35000000,82300000
M1411,35000000,134455175
M1412,35000000,79100000
M1413,35000000,81159365
M1414,35000000,110008260
M1415,35000000,67962333
M1416,27000000,78651430
M1417,35000000,64604977
M1418,35000000,63939454
M1419,35000000,63826569
M1420,35000000,60054449
M1421,1800000,26505000
M1422,33000000,61280963
M1423,35000000,56876365
M1424,35000000,59699513
M1425,34000000,54132596
M1426,35000000,52277485
M1427,35000000,55802754
M1428,35000000,55291815
M1429,35000000,83299761
M1430,33000000,48169908
M1431,35000000,67523385
M1432,35000000,49474048
M1433,35000000,45802315
M1434,35000000,43792641
M1435,33000000,57651794
M1436,30000000,43894863
M1437,35000000,41954997
M1438,33000000,39532308
M1439,10700000,76600000
M1440,35000000,39692139
M1441,35000000,40687294
M1442,40000000,37553932
M1443,35000000,37481242
M1444,35000000,39026186
M1445,,
M1446,50000000,33422806
M1447,,
M1448,35000000,33423521
M1449,35000000,32519322
M1450,35000000,31598308
M1451,30000000,37617947
M1452,30000000,32048809
M1453,27000000,33987757
M1454,35000000,37304950
M1455,35000000,30691439
M1456,35000000,30307804
M1457,35000000,30669413
M1458,35000000,28687835
M1459,35000000,26494611
M1460,20000000,
M1461,35000000,25266129
M1462,35000000,25863915
M1463,30000000,25078937
M1464,19000000,
M1465,35000000,28995450
M1466,35000000,24276500
M1467,30000000,20981633
M1468,35000000,22913677
M1469,35000000,34531832
M1470,35000000,28064226
M1471,35000000,19447478
M1472,55000000,19389454
M1473,35000000,25871834
M1474,35000000,19692608
M1475,35000000,19294901
M1476,35000000,20275446
M1477,35000000,34507079
M1478,35000000,18306166
M1479,35000000,17609982
M1480,31000000,16831505
M1481,35000000,17596256
M1482,30000000,
M1483,27000000,
M1484,35000000,14998070
M1485,35000000,14587732
M1486,35000000,18317151
M1487,35000000,11405825
M1488,35000000,13264986
M1489,35000000,10991381
M1490,35000000,10268846
M1491,32000000,13303319
M1492,35000000,10076136
M1493,35000000,10499968
M1494,38000000,7659747
M1495,35000000,7948159
M1496,35000000,11631245
M1497,35000000,10137502
M1498,35000000,6448817
M1499,35000000,7458269
M1500,,
M1501,35000000,4651977
M1502,35000000,4496583
M1503,35000000,2221994
M1504,35000000,6592103
M1505,35000000,
M1506,,1877179
M1507,35000000,630779
M1508,,5100937
M1509,,
M1510,32000000,
M1511,23000000,
M1512,34000000,102413606
M1513,35000000,10214013
M1514,30000000,32000000
M1515,35000000,10139254
M1516,34000000,11227940
M1517,35000000,183125
M1518,34000000,15081783
M1519,34000000,37432299
M1520,34000000,10654581
M1521,34000000,6543194
M1522,35000000,13101142
M1523,35000000,8324748
M1524,35000000,
M1525,40000000,141340178
M1526,33000000,51758599
M1527,30000000,117559438
M1528,34000000,4091
M1529,30000000,21426805
M1530,33000000,35057332
M1531,33000000,34014398
M1532,33000000,28927720
M1533,33000000,33682273
M1534,10000000,4280577
M1535,30000000,17120019
M1536,38000000,8406264
M1537,32500000,309125409
M1538,30000000,10955425
M1539,32000000,34180954
M1540,,17225675
M1541,33000000,173381405
M1542,32000000,104632573
M1543,35000000,81150692
M1544,32000000,60328558
M1545,32000000,80197993
M1546,32500000,169076745
M1547,32000000,101470202
M1548,29000000,50041732
M1549,32000000,48814909
M1550,20000000,57744720
M1551,35000000,21784432
M1552,32000000,37911876
M1553,32000000,54696902
M1554,32000000,36733909
M1555,32000000,35063732
M1556,33000000,99462
M1557,35000000,
M1558,32000000,32701088
M1559,32000000,31493782
M1560,32000000,43095600
M1561,32000000,18636537
M1562,28000000,17848322
M1563,55000000,16640210
M1564,32000000,13763130
M1565,35000000,10956379
M1566,30000000,4357000
M1567,30000000,22525921
M1568,32000000,3562749
M1569,32000000,2899970
M1570,32000000,1304837
M1571,32000000,
M1572,31500000,78800000
M1573,32000000,17797316
M1574,6500000,82528097
M1575,31500000,14268533
M1576,31000000,87100000
M1577,31000000,93749203
M1578,34000000,62700000
M1579,25000000,59073773
M1580,31000000,24185781
M1581,31000000,53133888
M1582,31000000,44983704
M1583,144000000,118099659
M1584,31000000,58879132
M1585,30250000,72077000
M1586,45000000,170684505
M1587,34200000,163479795
M1588,30000000,145096820
M1589,30000000,191796233
M1590,25000000,121248145
M1591,30000000,125014030
M1592,31000000,11854694
M1593,30000000,115648585
M1594,30000000,122012643
M1595,30000000,116631310
M1596,20000000,114324072
M1597,38000000,113502246
M1598,30000000,108360000
M1599,37000000,108244774
M1600,26000000,105444419
M1601,33000000,100125340
M1602,30000000,115646235
M1603,30000000,85416609
M1604,25000000,90135191
M1605,30000000,100422786
M1606,30000000,106694016
M1607,29000000,64286
M1608,30000000,76806312
M1609,30000000,79566871
M1610,30000000,76501438
M1611,30000000,74787599
M1612,30000000,66528842
M1613,25000000,83813460
M1614,30000000,65010106
M1615,35000000,66359959
M1616,30000000,66468315
M1617,30000000,64172251
M1618,30000000,66600000
M1619,30000000,63536011
M1620,30000000,62877175
M1621,,
M1622,45000000,74484168
M1623,30000000,60269340
M1624,30000000,60033780
M1625,30000000,58715510
M1626,19000000,58156435
M1627,37000000,56044241
M1628,17000000,56816662
M1629,42000000,64238770
M1630,30000000,52937130
M1631,55000000,52799004
M1632,27800000,55210049
M1633,30000000,51432423
M1634,30000000,51109400
M1635,30000000,50300000
M1636,30000000,56068547
M1637,30000000,53680848
M1638,,49186871
M1639,30000000,50921738
M1640,30000000,53021560
M1641,30000000,45645204
M1642,,44328238
M1643,40000000,53337608
M1644,,42643187
M1645,30000000,46875468
M1646,30000000,52418902
M1647,30000000,42057340
M1648,25000000,42478175
M1649,30000000,41407470
M1650,30000000,42385520
M1651,30000000,40118420
M1652,38000000,40137776
M1653,32000000,39568996
M1654,30000000,42043633
M1655,30000000,38232624
M1656,30000000,38413606
M1657,27000000,38122105
M1658,25000000,38747385
M1659,30000000,40247512
M1660,,
M1661,30000000,35927406
M1662,30000000,35565975
M1663,30000000,35266619
M1664,30000000,34703228
M1665,,
M1666,30000000,38432823
M1667,45000000,32095318
M1668,30000000,31743332
M1669,30000000,32154410
M1670,,28165882
M1671,30000000,26687172
M1672,19000000,26096584
M1673,30000000,26525834
M1674,30000000,30513940
M1675,30000000,23209440
M1676,30000000,24048000
M1677,30000000,22526144
M1678,30000000,30523568
M1679,30000000,23070045
M1680,35000000,20422207
M1681,30000000,28644770
M1682,30000000,21800302
M1683,35000000,21129348
M1684,30000000,18500966
M1685,20000000,19976073
M1686,30000000,18967571
M1687,25000000,17100000
M1688,30000000,17266505
M1689,30000000,32357532
M1690,30000000,16930884
M1691,35000000,18324242
M1692,40000000,16323969
M1693,26000000,16999046
M1694,35000000,16295774
M1695,30000000,15709385
M1696,30000000,14888028
M1697,30000000,14208384
M1698,30000000,12831121
M1699,30000000,18298649
M1700,30000000,12712093
M1701,30000000,11576087
M1702,30000000,11900000
M1703,45000000,9353573
M1704,45000000,12026670
M1705,25000000,14334645
M1706,23000000,12189514
M1707,30000000,10134754
M1708,30000000,8535575
M1709,40000000,7689458
M1710,,7501404
M1711,,
M1712,30000000,19316646
M1713,30000000,10965209
M1714,18000000,26830000
M1715,30000000,5300000
M1716,30000000,10880926
M1717,18000000,3752725
M1718,25000000,3517797
M1719,,3101301
M1720,30000000,2975649
M1721,60000000,668171
M1722,21000000,480314
M1723,30000000,3904982
M1724,18000000,127437
M1725,,
M1726,30000000,
M1727,30000000,537580
M1728,,
M1729,30000000,
M1730,24000000,
M1731,30000000,
M1732,30000000,
M1733,30000000,
M1734,19000000,
M1735,29000000,183436380
M1736,28000000,119518352
M1737,,
M1738,30000000,37036404
M1739,29000000,22359293
M1740,35000000,18593156
M1741,29000000,
M1742,29000000,16930185
M1743,29000000,63034755
M1744,29000000,5899797
M1745,28000000,4554569
M1746,12000000,17016190
M1747,29000000,6301131
M1748,28000000,217350219
M1749,28000000,161029270
M1750,28000000,179870271
M1751,24000000,100491683
M1752,60000000,74058698
M1753,29000000,
M1754,29000000,55845943
M1755,28000000,81350242
M1756,28000000,67266300
M1757,28000000,70235322
M1758,30000000,7443007
M1759,28000000,64371181
M1760,26000000,58885635
M1761,35000000,60400856
M1762,30000000,
M1763,21000000,52353636
M1764,30000000,51475962
M1765,28000000,63910583
M1766,28000000,62300000
M1767,28000000,49968653
M1768,27000000,44450000
M1769,28000000,45162741
M1770,28000000,71346930
M1771,28000000,39514713
M1772,28000000,43097652
M1773,30000000,48043505
M1774,28000000,37053924
M1775,28000000,33000377
M1776,28000000,66950483
M1777,28000000,38372662
M1778,28000000,27000000
M1779,28000000,31600000
M1780,28000000,30688364
M1781,21000000,28563179
M1782,28000000,16779636
M1783,160000000,10762178
M1784,28000000,17324744
M1785,28000000,8888143
M1786,28000000,24268828
M1787,28000000,8119205
M1788,28000000,8434601
M1789,28000000,6998324
M1790,28000000,10907291
M1791,28000000,5532301
M1792,27000000,2775593
M1793,28000000,28751715
M1794,24000000,
M1795,28000000,20285518
M1796,27500000,67900000
M1797,30000000,148734225
M1798,30000000,49185998
M1799,35000000,42168445
M1800,16000000,26400000
M1801,15000000,17508670
M1802,27500000,9664316
M1803,,
M1804,30000000,74888996
M1805,27000000,69586544
M1806,175000000,362645141
M1807,27000000,60491560
M1808,27000000,54200000
M1809,,44087387
M1810,25000000,30920167
M1811,30000000,40566655
M1812,27000000,31768374
M1813,27000000,22494487
M1814,27000000,21500000
M1815,30000000,4463292
M1816,27000000,
M1817,27000000,14337579
M1818,13500000,13823741
M1819,,
M1820,25000000,
M1821,27000000,10297897
M1822,27000000,13248477
M1823,27000000,8712564
M1824,27000000,7486906
M1825,27000000,38536376
M1826,27000000,41008532
M1827,28000000,5204007
M1828,15000000,4485485
M1829,27000000,4476235
M1830,25000000,1089365
M1831,23000000,763044
M1832,27000000,
M1833,26000000,20819129
M1834,26000000,110222438
M1835,26000000,109243478
M1836,25000000,100241322
M1837,28000000,25977365
M1838,26000000,91457688
M1839,27000000,87341380
M1840,26000000,65703412
M1841,22000000,58328680
M1842,26000000,61490000
M1843,,
M1844,26000000,50800000
M1845,26000000,57859105
M1846,26000000,46455802
M1847,26000000,45506619
M1848,26000000,40168080
M1849,26000000,49874933
M1850,26000000,45489752
M1851,26000000,36985501
M1852,26000000,33200000
M1853,26000000,28501651
M1854,26000000,23222861
M1855,56000000,54540525
M1856,42000000,16252765
M1857,26000000,16005978
M1858,26000000,14469428
M1859,26000000,13829734
M1860,22000000,1075288
M1861,26000000,
M1862,26000000,7496522
M1863,26000000,
M1864,25530000,20047715
M1865,26000000,12276810
M1866,15000000,33565375
M1867,30000000,499263
M1868,25000000,219200000
M1869,25000000,172825435
M1870,33000000,148085755
M1871,25100000,25517500
M1872,25000000,145000989
M1873,26000000,26761283
M1874,25000000,121945720
M1875,22000000,96067179
M1876,25000000,169705587
M1877,28000000,3254172
M1878,80000000,84185387
M1879,26000000,
M1880,30000000,82163317
M1881,,
M1882,30000000,80920948
M1883,25000000,80034302
M1884,25000000,78656813
M1885,25000000,76270454
M1886,25000000,74273505
M1887,25000000,134141530
M1888,26000000,71500556
M1889,25000000,71309760
M1890,45000000,89808372
M1891,25000000,77264926
M1892,25000000,70625986
M1893,25000000,56505065
M1894,25000000,55973336
M1895,2800000,
M1896,25000000,54098051
M1897,25000000,60443237
M1898,17000000,82234139
M1899,25000000,51676606
M1900,25000000,52528330
M1901,25000000,51533608
M1902,30000000,51097664
M1903,26000000,84136909
M1904,25000000,46836394
M1905,26000000,47285499
M1906,25000000,47124400
M1907,25000000,44700000
M1908,25000000,44455658
M1909,23000000,43984230
M1910,25000000,66489425
M1911,25000000,41067398
M1912,25000000,40218903
M1913,25000000,39880476
M1914,25000000,39399750
M1915,25000000,38230435
M1916,25000000,39008741
M1917,25000000,36833473
M1918,25000000,48237389
M1919,,36310118
M1920,25000000,36447959
M1921,25000000,45089048
M1922,20000000,35990505
M1923,17000000,35143332
M1924,25000000,35000629
M1925,30000000,34604054
M1926,25000000,41597830
M1927,20000000,33687630
M1928,25000000,32553210
M1929,25000000,31526393
M1930,25500000,41229
M1931,30000000,31655091
M1932,25000000,30012990
M1933,25000000,32368960
M1934,25000000,14500000
M1935,25000000,29247405
M1936,,30538669
M1937,25000000,25615792
M1938,25000000,28341469
M1939,21150000,25590119
M1940,27000000,24944213
M1941,25000000,33631221
M1942,25000000,37738400
M1943,,24381334
M1944,30000000,21835784
M1945,23000000,15785632
M1946,25000000,21554585
M1947,25000000,22200000
M1948,,
M1949,25000000,80014842
M1950,25000000,23527955
M1951,25000000,24042490
M1952,25000000,22466994
M1953,25000000,17791031
M1954,25000000,17718223
M1955,13000000,15361537
M1956,26000000,16647384
M1957,25000000,16118077
M1958,25000000,15091542
M1959,,15331289
M1960,16000000,15045676
M1961,8000000,17427926
M1962,25000000,14983572
M1963,25000000,14637490
M1964,25000000,14589444
M1965,25000000,14095303
M1966,25000000,13973532
M1967,30000000,1865774
M1968,,13920741
M1969,25000000,18860403
M1970,25000000,13038660
M1971,25000000,28831145
M1972,25000000,
M1973,,
M1974,25000000,11538204
M1975,25000000,11008432
M1976,26000000,12188642
M1977,25000000,11100000
M1978,17000000,
M1979,25000000,13651662
M1980,28000000,11030963
M1981,25000000,10769960
M1982,25000000,10911750
M1983,25000000,10719367
M1984,25000000,10114315
M1985,14000000,49122319
M1986,25000000,10070000
M1987,25000000,10324441
M1988,25000000,7156933
M1989,17000000,9286314
M1990,25000000,56692
M1991,25000000,
M1992,25000000,5654777
M1993,25000000,5516708
M1994,25000000,5128124
M1995,33000000,34014398
M1996,25000000,4064333
M1997,15000000,4006906
M1998,25000000,3073392
M1999,25000000,1550000
M2000,25000000,
M2001,25000000,871527
M2002,,12495865
M2003,25000000,777423
M2004,25000000,1186957
M2005,13500000,85433
M2006,20000000,1697956
M2007,,
M2008,25000000,183662
M2009,25000000,134904
M2010,25000000,
M2011,25000000,
M2012,25000000,16969390
M2013,25000000,
M2014,25000000,
M2015,25000000,129115
M2016,25000000,
M2017,14000000,34700000
M2018,25000000,717753
M2019,25000000,109713132
M2020,24000000,70269171
M2021,105000000,28772222
M2022,24000000,101334374
M2023,25000000,1512815
M2024,24000000,65182182
M2025,24000000,57262492
M2026,8200000,80000000
M2027,24000000,74608545
M2028,24000000,41895491
M2029,24000000,39989008
M2030,24000000,32662299
M2031,24000000,31452765
M2032,24000000,25167270
M2033,25000000,32416109
M2034,24000000,20218
M2035,24000000,28871190
M2036,24000000,16964743
M2037,24000000,16290976
M2038,24000000,13000000
M2039,24000000,12372410
M2040,24000000,8427204
M2041,24000000,9639242
M2042,24000000,25003072
M2043,23000000,6144806
M2044,24000000,4308981
M2045,28000000,669276
M2046,24000000,42880
M2047,24000000,23225911
M2048,24000000,4710455
M2049,23600000,75590286
M2050,207000000,218051260
M2051,20000000,161487252
M2052,18000000,290158751
M2053,19000000,65807024
M2054,23000000,86930411
M2055,23000000,53302314
M2056,12500000,40962534
M2057,23000000,39235088
M2058,23000000,27338033
M2059,23000000,25556065
M2060,23000000,15785632
M2061,23000000,21973182
M2062,25000000,4756
M2063,23000000,18653615
M2064,23000000,12189514
M2065,23000000,13019253
M2066,23000000,18934858
M2067,23000000,20763013
M2068,23000000,12782508
M2069,23000000,11508423
M2070,23000000,10660147
M2071,23000000,7434726
M2072,,6777589
M2073,19430000,6109075
M2074,11000000,
M2075,23000000,2708188
M2076,,
M2077,23000000,16123851
M2078,23000000,
M2079,25000000,71975611
M2080,22700000,38119483
M2081,22500000,4190530
M2082,22000000,217631306
M2083,23000000,176483808
M2084,22000000,144833357
M2085,20000000,75597042
M2086,22000000,90636983
M2087,35000000,70960517
M2088,22000000,55762229
M2089,22000000,
M2090,22000000,54235441
M2091,22000000,50728000
M2092,22000000,40270895
M2093,22000000,59696176
M2094,22000000,51483949
M2095,22000000,36020063
M2096,21000000,33313582
M2097,22000000,25842000
M2098,22000000,22264487
M2099,26000000,30659817
M2100,40000000,5773519
M2101,,3108216
M2102,22000000,19351569
M2103,22000000,49002815
M2104,22000000,19283782
M2105,22000000,30059386
M2106,126000000,35799026
M2107,30000000,17951431
M2108,22000000,29997095
M2109,22000000,14252830
M2110,22000000,19783777
M2111,22000000,13555988
M2112,22000000,12784713
M2113,23500000,10696210
M2114,22000000,5974653
M2115,25000000,5000000
M2116,22000000,9694105
M2117,25000000,16027866
M2118,,4829497
M2119,21000000,4398392
M2120,22000000,1050445
M2121,2000000,13746550
M2122,22000000,20668843
M2123,22000000,2963012
M2124,12000000,
M2125,22000000,1796024
M2126,16000000,634277
M2127,22000000,11326836
M2128,25000000,49024969
M2129,21500000,22294341
M2130,21500000,24362501
M2131,22000000,
M2132,17000000,16684352
M2133,21000000,46700000
M2134,21000000,52008288
M2135,9000000,8579684
M2136,17000000,42660000
M2137,21000000,40219708
M2138,21000000,132088910
M2139,21000000,36581633
M2140,,37721949
M2141,21000000,25296447
M2142,20000000,24848292
M2143,21000000,17757087
M2144,3000000,
M2145,17000000,9430988
M2146,21000000,16284360
M2147,21000000,6830957
M2148,20000000,24104113
M2149,21000000,15593
M2150,21000000,958319
M2151,35000000,69700000
M2152,31000000,2840417
M2153,18000000,242374454
M2154,18000000,173585516
M2155,19400870,128300000
M2156,20000000,20259297
M2157,28000000,153665036
M2158,33000000,132541238
M2159,19000000,130727000
M2160,20000000,121697350
M2161,20000000,117224271
M2162,20000000,102922376
M2163,20000000,94497271
M2164,20000000,137387272
M2165,32000000,82301521
M2166,20000000,84518155
M2167,20000000,80050171
M2168,35000000,81257845
M2169,18000000,70360285
M2170,30000000,12831121
M2171,37000000,69148997
M2172,20000000,82624961
M2173,20000000,67325559
M2174,20000000,62933793
M2175,20000000,56667870
M2176,20000000,56398162
M2177,20000000,60072596
M2178,20000000,56362352
M2179,20000000,56154094
M2180,20000000,65623128
M2181,1800000,
M2182,20000000,55461307
M2183,20000000,48546578
M2184,20000000,48423368
M2185,20000000,52066000
M2186,20000000,47887943
M2187,20000000,46363118
M2188,20000000,47852604
M2189,30000000,45542421
M2190,,41573740
M2191,20000000,42652003
M2192,,
M2193,20000000,39737645
M2194,20000000,37567440
M2195,20000000,44988180
M2196,22000000,39263506
M2197,20000000,39143839
M2198,20000000,37672350
M2199,20000000,38037513
M2200,20000000,37442180
M2201,20000000,
M2202,20000000,35596227
M2203,20000000,35422828
M2204,20000000,36658108
M2205,25000000,34300771
M2206,19800000,34290142
M2207,20000000,33422556
M2208,30000000,32774834
M2209,11000000,34334256
M2210,20000000,32051917
M2211,20000000,32014289
M2212,20000000,
M2213,20000000,31838002
M2214,20000000,36874745
M2215,35000000,30079316
M2216,19000000,35033759
M2217,20000000,29753944
M2218,,29062561
M2219,20000000,31146570
M2220,20000000,27277055
M2221,27000000,26876529
M2222,20000000,53146000
M2223,20000000,30028592
M2224,20000000,34126138
M2225,20000000,25677801
M2226,20000000,26415649
M2227,20000000,26003149
M2228,20000000,25584685
M2229,20000000,29975979
M2230,20000000,31584722
M2231,20000000,23179303
M2232,9000000,23078294
M2233,20000000,21413105
M2234,20000000,25077977
M2235,20000000,23292105
M2236,,26870825
M2237,40000000,20916309
M2238,20000000,21200000
M2239,20000000,28876924
M2240,,20207003
M2241,20000000,20241395
M2242,,
M2243,806947,32000000
M2244,40000000,19151864
M2245,20000000,23393765
M2246,20000000,18882880
M2247,20000000,8500000
M2248,20000000,
M2249,30000000,18252684
M2250,20000000,19661987
M2251,15000000,18352454
M2252,20000000,17803796
M2253,20000000,17529157
M2254,19000000,25753840
M2255,20000000,18081626
M2256,20000000,17518220
M2257,20000000,17104669
M2258,,
M2259,35000000,16988996
M2260,20000000,15797907
M2261,20000000,16248701
M2262,20000000,15712072
M2263,37000000,191449475
M2264,20000000,15408822
M2265,20000000,15464026
M2266,,14359793
M2267,20000000,8000000
M2268,19500000,
M2269,25000000,14174654
M2270,27000000,15988876
M2271,20000000,13801755
M2272,20000000,13987482
M2273,20000000,14291570
M2274,40000000,12181484
M2275,20000000,13630226
M2276,20000000,13383737
M2277,20000000,13391174
M2278,30000000,12987647
M2279,22000000,12469811
M2280,20000000,12398628
M2281,20000000,13214030
M2282,22000000,12232937
M2283,20000000,12134420
M2284,20000000,11784000
M2285,20000000,11169531
M2286,20000000,11034436
M2287,20000000,12626905
M2288,20000000,10569071
M2289,20000000,10544143
M2290,20000000,13650738
M2291,20000000,10555348
M2292,20000000,9714482
M2293,9000000,8579684
M2294,20000000,9525276
M2295,21000000,8855646
M2296,20000000,9109322
M2297,33000000,8326035
M2298,20000000,8104069
M2299,20000000,8054280
M2300,20000000,
M2301,20000000,8093318
M2302,20000000,7382993
M2303,20000000,8888355
M2304,,
M2305,12000000,7001720
M2306,20000000,7268659
M2307,22000000,6852144
M2308,20000000,6563357
M2309,10000000,6201757
M2310,20000000,6420319
M2311,15000000,5702083
M2312,8700000,5480996
M2313,20000000,6002756
M2314,20000000,5132655
M2315,20000000,5205343
M2316,20000000,5005883
M2317,20000000,5749134
M2318,20000000,
M2319,20000000,4234040
M2320,20000000,4001121
M2321,20000000,3749061
M2322,20000000,3519627
M2323,21000000,3081925
M2324,2400000000,2298191
M2325,20000000,2353728
M2326,20000000,2000000
M2327,2000000,1900725
M2328,20000000,2246000
M2329,20000000,1646664
M2330,20000000,1190018
M2331,40000000,1027749
M2332,24000000,882710
M2333,20000000,1064277
M2334,10000000,531009
M2335,2127519898,410388
M2336,20000000,375474
M2337,,578382
M2338,20000000,305070
M2339,,206678
M2340,140000000,146072
M2341,20000000,1183354
M2342,22000000,121972
M2343,,
M2344,20000000,263365
M2345,,54734
M2346,13000,
M2347,25000000,
M2348,20000000,
M2349,20000000,
M2350,,
M2351,20000000,
M2352,20000000,
M2353,20000000,
M2354,27220000,
M2355,19400000,8047690
M2356,20000000,476270
M2357,22000000,184208848
M2358,20000000,100292856
M2359,19000000,58571513
M2360,20000000,51431160
M2361,15000000,103001286
M2362,20000000,41867960
M2363,19000000,
M2364,19000000,210609762
M2365,19000000,40846082
M2366,13000000,51697449
M2367,27000000,
M2368,19000000,27758465
M2369,18000000,56127162
M2370,15000000,1357042
M2371,,
M2372,19000000,15911333
M2373,20000000,39103378
M2374,19000000,10049886
M2375,,
M2376,25000000,8600000
M2377,19000000,21483154
M2378,19000000,8396942
M2379,19000000,12561
M2380,19000000,
M2381,23000000,6923891
M2382,,5308553
M2383,19000000,2119994
M2384,19000000,1292527
M2385,,560512
M2386,19000000,64255243
M2387,19000000,22245861
M2388,15000000,20433940
M2389,,
M2390,18500000,10562387
M2391,18500000,18439082
M2392,18000000,150056505
M2393,18000000,119938730
M2394,18000000,114968774
M2395,18000000,128505958
M2396,18000000,95001351
M2397,17000000,76400000
M2398,20000000,75072454
M2399,17000000,65535067
M2400,16000000,13998282
M2401,17000000,6061759
M2402,18000000,64955956
M2403,18000000,60057639
M2404,17000000,53868030
M2405,18000000,59573085
M2406,21000000,52691009
M2407,15000000,59735548
M2408,18000000,51600000
M2409,20000000,43818159
M2410,17000000,86049418
M2411,18000000,43601508
M2412,19800000,41300105
M2413,,
M2414,18000000,41382841
M2415,18000000,42335698
M2416,18000000,33404871
M2417,15000000,31471430
M2418,25000000,30222640
M2419,18000000,26830000
M2420,18000000,26906039
M2421,1000000,21378000
M2422,18000000,43853424
M2423,18000000,
M2424,18000000,23993605
M2425,18000000,26400000
M2426,18000000,45250
M2427,18000000,22927390
M2428,18000000,4250320
M2429,18000000,22452209
M2430,18000000,18329466
M2431,18000000,17071230
M2432,18000000,17174870
M2433,17000000,26284475
M2434,18000000,16702864
M2435,18000000,15561627
M2436,30000000,17750583
M2437,18000000,14793904
M2438,18000000,15281286
M2439,18000000,8000000
M2440,18000000,13491653
M2441,18000000,
M2442,18000000,10494494
M2443,18000000,7837632
M2444,18000000,15155772
M2445,18000000,8508843
M2446,18000000,7739049
M2447,17000000,6734844
M2448,18000000,6000000
M2449,13000000,6615578
M2450,18000000,5887457
M2451,18000000,13362308
M2452,20000000,5701643
M2453,18000000,5694401
M2454,20000000,5333658
M2455,18000000,4414535
M2456,,4806750
M2457,18000000,3707794
M2458,18000000,3203044
M2459,18000000,4435083
M2460,,
M2461,12000000,2222647
M2462,,
M2463,2700000,3500000
M2464,18000000,676698
M2465,,3419967
M2466,18000000,
M2467,,145118
M2468,18000000,
M2469,11350000,229311
M2470,3500000,
M2471,18000000,
M2472,14000000,63260
M2473,11000000,
M2474,17900000,
M2475,14000000,
M2476,20000000,121463226
M2477,,90485233
M2478,18000000,
M2479,23000000,58006147
M2480,17500000,51053787
M2481,17500000,23472900
M2482,24000000,39687528
M2483,17500000,7017178
M2484,18000000,
M2485,17500000,325491
M2486,17000000,96471845
M2487,18500000,85200000
M2488,17000000,72000000
